Intersection,Hourly_Average,Time,Eastbound,Westbound,Northbound,Southbound,Total
152 Street South of 70 Avenue,Monday-Friday,3:00 PM,,,1363,1499,2862
152 Street South of 70 Avenue,Monday-Friday,4:00 PM,,,1334,1617,2951
152 Street South of 70 Avenue,Monday-Friday,5:00 PM,,,1317,1590,2907
152 Street South of 70 Avenue,Monday-Friday,6:00 PM,,,1176,1388,2564
152 Street South of 70 Avenue,Monday-Friday,7:00 PM,,,901,1121,2022
152 Street South of 70 Avenue,Monday-Friday,8:00 PM,,,636,920,1556
152 Street South of 70 Avenue,Monday-Friday,9:00 PM,,,533,816,1349
152 Street South of 70 Avenue,Monday-Friday,10:00 PM,,,387,488,875
152 Street South of 70 Avenue,Monday-Friday,11:00 PM,,,222,302,524
152 Street South of 99 Avenue,Monday-Friday,12:00 AM,,,106,159,265
152 Street South of 99 Avenue,Monday-Friday,1:00 AM,,,70,90,160
152 Street South of 99 Avenue,Monday-Friday,2:00 AM,,,51,56,107
152 Street South of 99 Avenue,Monday-Friday,3:00 AM,,,45,44,89
152 Street South of 99 Avenue,Monday-Friday,4:00 AM,,,105,63,168
152 Street South of 99 Avenue,Monday-Friday,5:00 AM,,,320,146,466
152 Street South of 99 Avenue,Monday-Friday,6:00 AM,,,730,432,1162
152 Street South of 99 Avenue,Monday-Friday,7:00 AM,,,1131,789,1920
152 Street South of 99 Avenue,Monday-Friday,8:00 AM,,,1389,963,2352
152 Street South of 99 Avenue,Monday-Friday,9:00 AM,,,1134,806,1940
152 Street South of 99 Avenue,Monday-Friday,10:00 AM,,,1082,822,1904
152 Street South of 99 Avenue,Monday-Friday,11:00 AM,,,1162,992,2154
152 Street South of 99 Avenue,Monday-Friday,12:00 PM,,,1211,1114,2325
152 Street South of 99 Avenue,Monday-Friday,1:00 PM,,,1188,1221,2409
152 Street South of 99 Avenue,Monday-Friday,2:00 PM,,,1220,1388,2608
152 Street South of 99 Avenue,Monday-Friday,3:00 PM,,,1363,1499,2862
152 Street South of 99 Avenue,Monday-Friday,4:00 PM,,,1334,1617,2951
152 Street South of 99 Avenue,Monday-Friday,5:00 PM,,,1317,1590,2907
152 Street South of 99 Avenue,Monday-Friday,6:00 PM,,,1176,1388,2564
152 Street South of 99 Avenue,Monday-Friday,7:00 PM,,,901,1121,2022
152 Street South of 99 Avenue,Monday-Friday,8:00 PM,,,636,920,1556
152 Street South of 99 Avenue,Monday-Friday,9:00 PM,,,533,816,1349
152 Street South of 99 Avenue,Monday-Friday,10:00 PM,,,387,488,875
152 Street South of 99 Avenue,Monday-Friday,11:00 PM,,,222,302,524
Fraser Hwy East of 188 St,Monday-Friday,12:00 AM,56,89,,,145
Fraser Hwy East of 188 St,Monday-Friday,1:00 AM,34,50,,,84
Fraser Hwy East of 188 St,Monday-Friday,2:00 AM,23,32,,,55
Fraser Hwy East of 188 St,Monday-Friday,3:00 AM,29,32,,,61
Fraser Hwy East of 188 St,Monday-Friday,4:00 AM,89,77,,,166
Fraser Hwy East of 188 St,Monday-Friday,5:00 AM,210,274,,,484
Fraser Hwy East of 188 St,Monday-Friday,6:00 AM,462,595,,,1057
Fraser Hwy East of 188 St,Monday-Friday,7:00 AM,715,856,,,1571
Fraser Hwy East of 188 St,Monday-Friday,8:00 AM,881,682,,,1563
Fraser Hwy East of 188 St,Monday-Friday,9:00 AM,786,618,,,1404
Fraser Hwy East of 188 St,Monday-Friday,10:00 AM,756,677,,,1433
Fraser Hwy East of 188 St,Monday-Friday,11:00 AM,819,809,,,1628
Fraser Hwy East of 188 St,Monday-Friday,12:00 PM,826,865,,,1691
Fraser Hwy East of 188 St,Monday-Friday,1:00 PM,810,928,,,1738
Fraser Hwy East of 188 St,Monday-Friday,2:00 PM,866,1042,,,1908
Fraser Hwy East of 188 St,Monday-Friday,3:00 PM,981,1183,,,2164
Fraser Hwy East of 188 St,Monday-Friday,4:00 PM,990,1261,,,2251
Fraser Hwy East of 188 St,Monday-Friday,5:00 PM,937,1184,,,2121
Fraser Hwy East of 188 St,Monday-Friday,6:00 PM,767,942,,,1709
Fraser Hwy East of 188 St,Monday-Friday,7:00 PM,547,740,,,1287
Fraser Hwy East of 188 St,Monday-Friday,8:00 PM,360,629,,,989
Fraser Hwy East of 188 St,Monday-Friday,9:00 PM,303,519,,,822
Fraser Hwy East of 188 St,Monday-Friday,10:00 PM,213,304,,,517
Fraser Hwy East of 188 St,Monday-Friday,11:00 PM,125,203,,,328
King George Blvd South of 72 Avenue,Monday-Friday,12:00 AM,,,107,144,251
King George Blvd South of 72 Avenue,Monday-Friday,1:00 AM,,,71,95,166
King George Blvd South of 72 Avenue,Monday-Friday,2:00 AM,,,57,65,122
King George Blvd South of 72 Avenue,Monday-Friday,3:00 AM,,,56,66,122
King George Blvd South of 72 Avenue,Monday-Friday,4:00 AM,,,122,97,219
King George Blvd South of 72 Avenue,Monday-Friday,5:00 AM,,,332,242,574
King George Blvd South of 72 Avenue,Monday-Friday,6:00 AM,,,768,501,1269
King George Blvd South of 72 Avenue,Monday-Friday,7:00 AM,,,1265,717,1982
King George Blvd South of 72 Avenue,Monday-Friday,8:00 AM,,,1351,848,2199
King George Blvd South of 72 Avenue,Monday-Friday,9:00 AM,,,1082,745,1827
King George Blvd South of 72 Avenue,Monday-Friday,10:00 AM,,,1082,875,1957
King George Blvd South of 72 Avenue,Monday-Friday,11:00 AM,,,1099,1056,2155
King George Blvd South of 72 Avenue,Monday-Friday,12:00 PM,,,1127,1146,2273
King George Blvd South of 72 Avenue,Monday-Friday,1:00 PM,,,1080,1192,2272
King George Blvd South of 72 Avenue,Monday-Friday,2:00 PM,,,1153,1344,2497
King George Blvd South of 72 Avenue,Monday-Friday,3:00 PM,,,1207,1401,2608
King George Blvd South of 72 Avenue,Monday-Friday,4:00 PM,,,1205,1476,2681
King George Blvd South of 72 Avenue,Monday-Friday,5:00 PM,,,1139,1409,2548
King George Blvd South of 72 Avenue,Monday-Friday,6:00 PM,,,1050,1151,2201
King George Blvd South of 72 Avenue,Monday-Friday,7:00 PM,,,777,971,1748
King George Blvd South of 72 Avenue,Monday-Friday,8:00 PM,,,514,715,1229
King George Blvd South of 72 Avenue,Monday-Friday,9:00 PM,,,423,577,1000
King George Blvd South of 72 Avenue,Monday-Friday,10:00 PM,,,300,411,711
King George Blvd South of 72 Avenue,Monday-Friday,11:00 PM,,,196,266,462
Scott Rd North of 72 Avenue,Monday-Friday,12:00 AM,,,85,78,163
Scott Rd North of 72 Avenue,Monday-Friday,1:00 AM,,,57,50,107
Scott Rd North of 72 Avenue,Monday-Friday,2:00 AM,,,37,35,72
Scott Rd North of 72 Avenue,Monday-Friday,3:00 AM,,,34,34,68
Scott Rd North of 72 Avenue,Monday-Friday,4:00 AM,,,69,57,126
Scott Rd North of 72 Avenue,Monday-Friday,5:00 AM,,,172,170,342
Scott Rd North of 72 Avenue,Monday-Friday,6:00 AM,,,389,384,773
Scott Rd North of 72 Avenue,Monday-Friday,7:00 AM,,,738,649,1387
Scott Rd North of 72 Avenue,Monday-Friday,8:00 AM,,,1001,764,1765
Scott Rd North of 72 Avenue,Monday-Friday,9:00 AM,,,775,688,1463
Scott Rd North of 72 Avenue,Monday-Friday,10:00 AM,,,806,732,1538
Scott Rd North of 72 Avenue,Monday-Friday,11:00 AM,,,906,832,1738
Scott Rd North of 72 Avenue,Monday-Friday,12:00 PM,,,953,902,1855
Scott Rd North of 72 Avenue,Monday-Friday,1:00 PM,,,896,877,1773
Scott Rd North of 72 Avenue,Monday-Friday,2:00 PM,,,956,972,1928
Scott Rd North of 72 Avenue,Monday-Friday,3:00 PM,,,1039,987,2026
Scott Rd North of 72 Avenue,Monday-Friday,4:00 PM,,,1019,962,1981
Scott Rd North of 72 Avenue,Monday-Friday,5:00 PM,,,982,968,1950
Scott Rd North of 72 Avenue,Monday-Friday,6:00 PM,,,872,892,1764
Scott Rd North of 72 Avenue,Monday-Friday,7:00 PM,,,686,746,1432
Scott Rd North of 72 Avenue,Monday-Friday,8:00 PM,,,501,560,1061
Scott Rd North of 72 Avenue,Monday-Friday,9:00 PM,,,399,412,811
Scott Rd North of 72 Avenue,Monday-Friday,10:00 PM,,,265,291,556
Scott Rd North of 72 Avenue,Monday-Friday,11:00 PM,,,160,176,336
