Intersection,Hourly_Average,Time,Eastbound,Westbound,Northbound,Southbound,Total
104 Avenue East of 157 Street,Monday-Friday,6:00 PM,804,678,,,1482
104 Avenue East of 157 Street,Monday-Friday,7:00 PM,635,534,,,1169
104 Avenue East of 157 Street,Monday-Friday,8:00 PM,563,434,,,997
104 Avenue East of 157 Street,Monday-Friday,9:00 PM,488,391,,,879
104 Avenue East of 157 Street,Monday-Friday,10:00 PM,313,291,,,604
104 Avenue East of 157 Street,Monday-Friday,11:00 PM,202,206,,,408
152 Street South of 70 Avenue,Monday-Friday,12:00 AM,,,146,135,281
152 Street South of 70 Avenue,Monday-Friday,1:00 AM,,,75,63,138
152 Street South of 70 Avenue,Monday-Friday,2:00 AM,,,42,44,86
152 Street South of 70 Avenue,Monday-Friday,3:00 AM,,,35,43,78
152 Street South of 70 Avenue,Monday-Friday,4:00 AM,,,66,89,155
152 Street South of 70 Avenue,Monday-Friday,5:00 AM,,,191,257,448
152 Street South of 70 Avenue,Monday-Friday,6:00 AM,,,539,701,1240
152 Street South of 70 Avenue,Monday-Friday,7:00 AM,,,744,846,1590
152 Street South of 70 Avenue,Monday-Friday,8:00 AM,,,838,945,1783
152 Street South of 70 Avenue,Monday-Friday,9:00 AM,,,721,817,1538
152 Street South of 70 Avenue,Monday-Friday,10:00 AM,,,722,771,1493
152 Street South of 70 Avenue,Monday-Friday,11:00 AM,,,793,832,1625
152 Street South of 70 Avenue,Monday-Friday,12:00 PM,,,864,879,1743
152 Street South of 70 Avenue,Monday-Friday,1:00 PM,,,844,918,1762
152 Street South of 70 Avenue,Monday-Friday,2:00 PM,,,934,982,1916
152 Street South of 70 Avenue,Monday-Friday,3:00 PM,,,1074,1060,2134
152 Street South of 70 Avenue,Monday-Friday,4:00 PM,,,1149,1129,2278
152 Street South of 70 Avenue,Monday-Friday,5:00 PM,,,1135,1178,2313
152 Street South of 70 Avenue,Monday-Friday,6:00 PM,,,967,1047,2014
152 Street South of 70 Avenue,Monday-Friday,7:00 PM,,,808,873,1681
152 Street South of 70 Avenue,Monday-Friday,8:00 PM,,,706,698,1404
152 Street South of 70 Avenue,Monday-Friday,9:00 PM,,,667,615,1282
152 Street South of 70 Avenue,Monday-Friday,10:00 PM,,,490,418,908
152 Street South of 70 Avenue,Monday-Friday,11:00 PM,,,353,251,604
152 Street South of 99 Avenue,Monday-Friday,12:00 AM,,,145,215,360
152 Street South of 99 Avenue,Monday-Friday,1:00 AM,,,85,104,189
152 Street South of 99 Avenue,Monday-Friday,2:00 AM,,,55,64,119
152 Street South of 99 Avenue,Monday-Friday,3:00 AM,,,44,48,92
152 Street South of 99 Avenue,Monday-Friday,4:00 AM,,,101,66,167
152 Street South of 99 Avenue,Monday-Friday,5:00 AM,,,317,152,469
152 Street South of 99 Avenue,Monday-Friday,6:00 AM,,,703,431,1134
152 Street South of 99 Avenue,Monday-Friday,7:00 AM,,,1003,674,1677
152 Street South of 99 Avenue,Monday-Friday,8:00 AM,,,1122,765,1887
152 Street South of 99 Avenue,Monday-Friday,9:00 AM,,,1018,785,1803
152 Street South of 99 Avenue,Monday-Friday,10:00 AM,,,1091,838,1929
152 Street South of 99 Avenue,Monday-Friday,11:00 AM,,,1144,1004,2148
152 Street South of 99 Avenue,Monday-Friday,12:00 PM,,,1217,1107,2324
152 Street South of 99 Avenue,Monday-Friday,1:00 PM,,,1181,1186,2367
152 Street South of 99 Avenue,Monday-Friday,2:00 PM,,,1189,1302,2491
152 Street South of 99 Avenue,Monday-Friday,3:00 PM,,,1233,1489,2722
152 Street South of 99 Avenue,Monday-Friday,4:00 PM,,,1282,1593,2875
152 Street South of 99 Avenue,Monday-Friday,5:00 PM,,,1241,1580,2821
152 Street South of 99 Avenue,Monday-Friday,6:00 PM,,,1136,1336,2472
152 Street South of 99 Avenue,Monday-Friday,7:00 PM,,,907,1087,1994
152 Street South of 99 Avenue,Monday-Friday,8:00 PM,,,704,982,1686
152 Street South of 99 Avenue,Monday-Friday,9:00 PM,,,640,913,1553
152 Street South of 99 Avenue,Monday-Friday,10:00 PM,,,473,539,1012
152 Street South of 99 Avenue,Monday-Friday,11:00 PM,,,297,356,653
Fraser Hwy East of 188 St,Monday-Friday,12:00 AM,72,110,,,182
Fraser Hwy East of 188 St,Monday-Friday,1:00 AM,37,66,,,103
Fraser Hwy East of 188 St,Monday-Friday,2:00 AM,26,36,,,62
Fraser Hwy East of 188 St,Monday-Friday,3:00 AM,35,39,,,74
Fraser Hwy East of 188 St,Monday-Friday,4:00 AM,91,78,,,169
Fraser Hwy East of 188 St,Monday-Friday,5:00 AM,210,271,,,481
Fraser Hwy East of 188 St,Monday-Friday,6:00 AM,482,538,,,1020
Fraser Hwy East of 188 St,Monday-Friday,7:00 AM,670,688,,,1358
Fraser Hwy East of 188 St,Monday-Friday,8:00 AM,796,595,,,1391
Fraser Hwy East of 188 St,Monday-Friday,9:00 AM,739,588,,,1327
Fraser Hwy East of 188 St,Monday-Friday,10:00 AM,779,692,,,1471
Fraser Hwy East of 188 St,Monday-Friday,11:00 AM,815,812,,,1627
Fraser Hwy East of 188 St,Monday-Friday,12:00 PM,861,901,,,1762
Fraser Hwy East of 188 St,Monday-Friday,1:00 PM,830,921,,,1751
Fraser Hwy East of 188 St,Monday-Friday,2:00 PM,857,1018,,,1875
Fraser Hwy East of 188 St,Monday-Friday,3:00 PM,916,1176,,,2092
Fraser Hwy East of 188 St,Monday-Friday,4:00 PM,1010,1222,,,2232
Fraser Hwy East of 188 St,Monday-Friday,5:00 PM,898,1160,,,2058
Fraser Hwy East of 188 St,Monday-Friday,6:00 PM,756,904,,,1660
Fraser Hwy East of 188 St,Monday-Friday,7:00 PM,605,744,,,1349
Fraser Hwy East of 188 St,Monday-Friday,8:00 PM,427,684,,,1111
Fraser Hwy East of 188 St,Monday-Friday,9:00 PM,356,580,,,936
Fraser Hwy East of 188 St,Monday-Friday,10:00 PM,253,359,,,612
Fraser Hwy East of 188 St,Monday-Friday,11:00 PM,155,239,,,394
King George Blvd South of 72 Avenue,Monday-Friday,12:00 AM,,,144,180,324
King George Blvd South of 72 Avenue,Monday-Friday,1:00 AM,,,94,110,204
King George Blvd South of 72 Avenue,Monday-Friday,2:00 AM,,,59,81,140
King George Blvd South of 72 Avenue,Monday-Friday,3:00 AM,,,65,66,131
King George Blvd South of 72 Avenue,Monday-Friday,4:00 AM,,,125,104,229
King George Blvd South of 72 Avenue,Monday-Friday,5:00 AM,,,336,265,601
King George Blvd South of 72 Avenue,Monday-Friday,6:00 AM,,,791,520,1311
King George Blvd South of 72 Avenue,Monday-Friday,7:00 AM,,,1197,702,1899
King George Blvd South of 72 Avenue,Monday-Friday,8:00 AM,,,1243,831,2074
King George Blvd South of 72 Avenue,Monday-Friday,9:00 AM,,,1048,788,1836
King George Blvd South of 72 Avenue,Monday-Friday,10:00 AM,,,1083,910,1993
King George Blvd South of 72 Avenue,Monday-Friday,11:00 AM,,,1096,1035,2131
King George Blvd South of 72 Avenue,Monday-Friday,12:00 PM,,,1129,1160,2289
King George Blvd South of 72 Avenue,Monday-Friday,1:00 PM,,,1116,1182,2298
King George Blvd South of 72 Avenue,Monday-Friday,2:00 PM,,,1120,1236,2356
King George Blvd South of 72 Avenue,Monday-Friday,3:00 PM,,,1143,1357,2500
King George Blvd South of 72 Avenue,Monday-Friday,4:00 PM,,,1183,1493,2676
King George Blvd South of 72 Avenue,Monday-Friday,5:00 PM,,,1135,1413,2548
King George Blvd South of 72 Avenue,Monday-Friday,6:00 PM,,,1011,1125,2136
King George Blvd South of 72 Avenue,Monday-Friday,7:00 PM,,,841,974,1815
King George Blvd South of 72 Avenue,Monday-Friday,8:00 PM,,,651,819,1470
King George Blvd South of 72 Avenue,Monday-Friday,9:00 PM,,,557,643,1200
King George Blvd South of 72 Avenue,Monday-Friday,10:00 PM,,,432,485,917
King George Blvd South of 72 Avenue,Monday-Friday,11:00 PM,,,267,322,589
Pattullo Bridge,Monday-Friday,12:00 AM,,,630,397,1027
Pattullo Bridge,Monday-Friday,1:00 AM,,,362,234,596
Pattullo Bridge,Monday-Friday,2:00 AM,,,252,160,412
Pattullo Bridge,Monday-Friday,3:00 AM,,,188,189,377
Pattullo Bridge,Monday-Friday,4:00 AM,,,234,440,674
Pattullo Bridge,Monday-Friday,5:00 AM,,,633,1574,2207
Pattullo Bridge,Monday-Friday,6:00 AM,,,1496,2842,4338
Pattullo Bridge,Monday-Friday,7:00 AM,,,1985,2791,4776
Pattullo Bridge,Monday-Friday,8:00 AM,,,1923,2575,4498
Pattullo Bridge,Monday-Friday,9:00 AM,,,1644,2256,3900
Pattullo Bridge,Monday-Friday,10:00 AM,,,1526,1914,3440
Pattullo Bridge,Monday-Friday,11:00 AM,,,1735,1971,3706
Pattullo Bridge,Monday-Friday,12:00 PM,,,1921,1973,3894
Pattullo Bridge,Monday-Friday,1:00 PM,,,2077,2062,4139
Pattullo Bridge,Monday-Friday,2:00 PM,,,2478,2223,4701
Pattullo Bridge,Monday-Friday,3:00 PM,,,2809,2400,5209
Pattullo Bridge,Monday-Friday,4:00 PM,,,2946,2597,5543
Pattullo Bridge,Monday-Friday,5:00 PM,,,2933,2452,5385
Pattullo Bridge,Monday-Friday,6:00 PM,,,2678,2051,4729
Pattullo Bridge,Monday-Friday,7:00 PM,,,2069,1624,3693
Pattullo Bridge,Monday-Friday,8:00 PM,,,1691,1321,3012
Pattullo Bridge,Monday-Friday,9:00 PM,,,1584,1266,2850
Pattullo Bridge,Monday-Friday,10:00 PM,,,1400,1123,2523
Pattullo Bridge,Monday-Friday,11:00 PM,,,1156,754,1910
Scott Rd North of 72 Avenue,Monday-Friday,12:00 AM,,,137,118,255
Scott Rd North of 72 Avenue,Monday-Friday,1:00 AM,,,72,67,139
Scott Rd North of 72 Avenue,Monday-Friday,2:00 AM,,,45,49,94
Scott Rd North of 72 Avenue,Monday-Friday,3:00 AM,,,45,41,86
Scott Rd North of 72 Avenue,Monday-Friday,4:00 AM,,,79,65,144
Scott Rd North of 72 Avenue,Monday-Friday,5:00 AM,,,189,195,384
Scott Rd North of 72 Avenue,Monday-Friday,6:00 AM,,,406,382,788
Scott Rd North of 72 Avenue,Monday-Friday,7:00 AM,,,623,538,1161
Scott Rd North of 72 Avenue,Monday-Friday,8:00 AM,,,755,630,1385
Scott Rd North of 72 Avenue,Monday-Friday,9:00 AM,,,760,662,1422
Scott Rd North of 72 Avenue,Monday-Friday,10:00 AM,,,831,740,1571
Scott Rd North of 72 Avenue,Monday-Friday,11:00 AM,,,928,894,1822
Scott Rd North of 72 Avenue,Monday-Friday,12:00 PM,,,972,964,1936
Scott Rd North of 72 Avenue,Monday-Friday,1:00 PM,,,987,959,1946
Scott Rd North of 72 Avenue,Monday-Friday,2:00 PM,,,993,965,1958
Scott Rd North of 72 Avenue,Monday-Friday,3:00 PM,,,1016,981,1997
Scott Rd North of 72 Avenue,Monday-Friday,4:00 PM,,,1027,1018,2045
Scott Rd North of 72 Avenue,Monday-Friday,5:00 PM,,,1014,1020,2034
Scott Rd North of 72 Avenue,Monday-Friday,6:00 PM,,,916,939,1855
Scott Rd North of 72 Avenue,Monday-Friday,7:00 PM,,,816,826,1642
Scott Rd North of 72 Avenue,Monday-Friday,8:00 PM,,,671,724,1395
Scott Rd North of 72 Avenue,Monday-Friday,9:00 PM,,,589,569,1158
Scott Rd North of 72 Avenue,Monday-Friday,10:00 PM,,,384,411,795
Scott Rd North of 72 Avenue,Monday-Friday,11:00 PM,,,232,243,475
