BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,YEAR,LONGITUDE,LATITUDE
New Beginnings,Counselling Service,0,10690,135A St,V3T4E2,6045821068,2,SCC,Commercial/Industrial,2012,-122.84679,49.1972
Rivers Bend Winery,Winery,0,15560,Colebrook Rd,V3S0L2,6045766153,4,NTC,Commercial/Industrial,2012,-122.79176,49.09874
Sport Mart Inc,Retail Sporting Goods,320,8066,120 St,V3W3N3,6045435155,20,NTC,Commercial/Industrial,2012,-122.89022,49.14983
Fleetwood Laundromat,Laundromat,102,15230,84 Ave,V3S2N1,6048373200,2,FTC,Commercial/Industrial,2012,-122.8001,49.15544
Mountainview Market Ltd,"Gas Station,Retail Merchant - Groceries",0,19209,80 Ave,V4N4Z8,6048812273,2,GTC,Commercial/Industrial,2012,-122.69016,49.14826
Mountainview Market Ltd,"Gas Station,Retail Merchant - Groceries",0,19209,80 Ave,V4N4Z8,6048812273,2,GTC,Commercial/Industrial,2012,-122.69016,49.14826
Aspen Developments Ltd,Land Development,200,12219,Beecher St,V4A3A2,6045381804,3,SSTC,Commercial/Industrial,2012,-122.88341,49.0526
0914534 B C Ltd,Automotive Repair Service,220,12451,82 Ave,V3W3E8,6047823556,1,NTC,Commercial/Industrial,2012,-122.87724,49.15209
Mike's Sundance Seafood Ltd,Seafood,1,17350,56 Avenue,V3S1C3,6045767445,9,CTC,Commercial/Industrial,2012,-122.7422,49.104
Purdy's Chocolates,Retail  - Chocolates,0,2513,Guildford Town Centre,V3R7C1,6045813156,11,GTC,Commercial/Industrial,2012,0,0
Dragon Village Chinese Restaurant,Restaurant - No Alcohol,0,5678,176 St,V3S4C6,6045769889,1,CTC,Commercial/Industrial,2012,-122.73483,49.10558
Creative Vinyl Products Inc,Vinyl fence fabrication,106,18418,53 Ave,V3S7A4,6045745040,1,CTC,Commercial/Industrial,2012,-122.71224,49.09897
J Hong Farms,Nursery,0,4696,152 St,V3V4G2,6045883734,1,SSTC,Commercial/Industrial,2012,-122.80104,49.08783
Subway (15141 - 56 Ave),Restaurant,101,15141,56 Ave,V3S9A5,6045752424,10,NTC,Commercial/Industrial,2012,-122.80509,49.10454
Laborers International Union of North America,Union Organization,203,15127,100 Ave,V3R0N9,6049518877,4,GTC,Commercial/Industrial,2012,-122.8031,49.18428
Scottsdale Square Dental Centre,Dental Office,0,7180,120 St,V3W3M8,6045941551,1,NTC,Commercial/Industrial,2012,-122.89022,49.13365
Premier Bandwheel & Equipment Ltd,Mfg. - Bandwheels for Bandmills,306,7728,128 St,V3W1L3,6045912162,5,NTC,Commercial/Industrial,2012,-122.86779,49.14358
Servants Anonymous Society Surrey,Charitable Society/Organization,0,7452,132 St,V3W4M7,6045762304,1,NTC,Commercial/Industrial,2012,-122.8566,49.13804
Lam Dr Mayda,Professional Practitioner-Medical,102,16088,84 Ave,V4N0V9,6045912894,1,FTC,Commercial/Industrial,2012,-122.77632,49.15537
Flight Centre,Travel Agency,0,2594,Guildford Town Centre,V3R7C1,8662735424,5,GTC,Commercial/Industrial,2012,0,0
Lawson Dr Edward J,Professional Practitioner-Medical,210,13710,94A Ave,V3V1N1,6045822100,5,WTC,Commercial/Industrial,2012,-122.84227,49.17461
Daniadown Quilts Ltd (152 St),Retail Bedding & Bath Products,0,1651,152 St,V4A4N3,6045364516,5,SSTC,Commercial/Industrial,2012,-122.80131,49.03205
Sunny Noodle House,Food Primary-Class B Dining Room,0,14779,108 Ave,V3R1V9,6045842877,1,GTC,Commercial/Industrial,2012,-122.81312,49.19882
Pizza Hut,Take Out & Delivery,103,15951,Fraser Hwy,V4N0Y3,6045077118,18,FTC,Commercial/Industrial,2012,-122.78035,49.15805
Platinum Enterprises Ltd,Contractor - General,201,12837,76 Ave,V3W2V3,6045942040,1,NTC,Commercial/Industrial,2012,-122.8661,49.1411
Vinasafe Insurance Services Ltd,Insurance Agent,0,13778,104 Ave,V3T1W5,6045871899,2,SCC,Commercial/Industrial,2012,-122.84021,49.19146
Tynehead Chevron Town Pantry,Gas Station,0,9610,160 St,V4N2J4,6045827686,7,GTC,Commercial/Industrial,2012,-122.77868,49.17716
Dhoom Restaurant Ltd,Food Primary-Class B Dining Lounge,112,7938,128 St,V3W4E8,6045432222,2,NTC,Commercial/Industrial,2012,-122.86781,49.14677
Ardene,Accessories,2163,10153,King George Blvd,V3T2W1,6043834442,6,SCC,Commercial/Industrial,2012,-122.84555,49.18696
Veggie Hut Pizza & Pasta Inc,Restaurant - No Alcohol,103,7025,128 St,V3W4E1,6045925696,2,NTC,Commercial/Industrial,2012,-122.86795,49.13067
Hampton Inn & Suites,Hotel/Motel,0,19500,Langley Bypass,V3S7R2,6045306545,20,CTC,Commercial/Industrial,2012,0,0
Bingo Country,Retail Lottery Tickets,0,7093,King George Blvd,V3W5A2,6045903230,1,NTC,Commercial/Industrial,2012,-122.84572,49.13143
Cedar Grove Building Products Ltd,Whlse. Roofing Prod.,0,8075,132 St,V3W4N5,6045903106,17,NTC,Commercial/Industrial,2012,-122.85696,49.14958
Surrey Radiator,Automotive Repair Service,0,6468,King George Blvd,V3W4Z3,6045901818,5,NTC,Commercial/Industrial,2012,-122.84536,49.12023
Jetko Electric Ltd,Contractor - Electrical,113,8363,128 St,V3W4G1,6045728863,1,NTC,Commercial/Industrial,2012,-122.86813,49.15456
A R Way Enterprises Ltd,Truck Parking,0,6739,176 St,V3S4G6,6046039593,2,CTC,Commercial/Industrial,2012,-122.73504,49.12477
B C BioMedical Laboratories Ltd (72 Ave),Medical Laboratory,124,13745,72 Ave,V3W2P2,6045918618,9,NTC,Commercial/Industrial,2012,-122.84093,49.13367
Kwantlen Pizza Sweets & Snacks,Restaurant - No Alcohol,104,12815,85 Ave,V3W0K8,6045990003,3,NTC,Commercial/Industrial,2012,-122.86755,49.15752
R I T Xchange,Mfg.- Printer cartridge refill,119,7536,130 St,V3W1H8,6045904224,3,NTC,Commercial/Industrial,2012,-122.86169,49.13956
Hannam Supermarket,Retail Groceries,1,15357,104 Ave,V3R1N5,6045803433,46,GTC,Commercial/Industrial,2012,-122.79657,49.19161
Canuel Caterers Earl Marriott Secondary School,Catering,0,15751,16 Ave,V4A1S1,6045752605,5,SSTC,Commercial/Industrial,2012,-122.78571,49.03117
Columba Entertainments Ltd,Lottery Ticket Sales,0,7550,King George Blvd,V3W2T2,6047798918,1,NTC,Commercial/Industrial,2012,-122.84549,49.13989
G P R Electrical Ltd,Contractor - Electrical,8,8333,130 St,V3W7X4,6043774239,1,NTC,Commercial/Industrial,2012,-122.86243,49.154
G P R Electrical Ltd,Contractor - Electrical,8,8333,130 St,V3W7X4,6043774239,1,NTC,Commercial/Industrial,2012,-122.86243,49.154
Ekam Foods Ltd,Restaurant - No Alcohol,0,15951,Fraser Hwy,V4N0Y3,6045835989,1,FTC,Commercial/Industrial,2012,-122.78035,49.15805
Ekam Foods Ltd,Restaurant - No Alcohol,0,15951,Fraser Hwy,V4N0Y3,6045835989,1,FTC,Commercial/Industrial,2012,-122.78035,49.15805
Westcoast Hot Yoga,Business School,202,1688,152 St,V4A4N2,6045363973,1,SSTC,Commercial/Industrial,2012,-122.80104,49.03271
Comfort Tec Industries Ltd,"Mfg. - Upholstery, Re-upholstery & Furniture Sales",9,17942,55 Ave,V3S6C8,6045746412,1,CTC,Commercial/Industrial,2012,-122.72515,49.1022
Reliable Parts Ltd,Appliance Parts,0,6750,King George Blvd,V3W4Z5,6045924549,1,NTC,Commercial/Industrial,2012,-122.84543,49.12525
Magnum Automotive 2000,"Auto Repair,Automotive Repair Service",102,8468,162 St,V4N1B4,6045724700,1,FTC,Commercial/Industrial,2012,-122.77318,49.15667
Arcus Community Resources Ltd,Recreation Facility,0,12388,Pattullo Pl,V3V8C3,6044669842,1,WTC,Commercial/Industrial,2012,-122.8795,49.20238
Best Top Nails,Nail Care,122,7500,120 St,V3W3N1,6045902002,1,NTC,Commercial/Industrial,2012,-122.89022,49.13907
Gallery Beauty Salon Ltd,"Hairdressing & Esthetics,Hair Salon/Barber",120,8888,152A St,V3R0V7,6049517777,3,FTC,Commercial/Industrial,2012,-122.79953,49.16405
Gallery Beauty Salon Ltd,"Hairdressing & Esthetics,Hair Salon/Barber",120,8888,152A St,V3R0V7,6049517777,3,FTC,Commercial/Industrial,2012,-122.79953,49.16405
Highway Auto Sales,Automobile Dealer/Rebuilder,3,16050,Fraser Hwy,V4N0G3,6047279298,1,FTC,Commercial/Industrial,2012,-122.77771,49.15681
Curves,Women Fitness Centre,0,6882,King George Blvd,V3W4Z9,6045721125,1,NTC,Commercial/Industrial,2012,-122.84545,49.12759
Verico Superior Mortgage Inc,Financial Agent,244,8138,128 St,V3W1R1,6045077748,1,NTC,Commercial/Industrial,2012,-122.86784,49.15053
Adel's Cut,Hairdressing,0,12819,96 Ave,V3V6V9,6045895588,3,SCC,Commercial/Industrial,2012,-122.86727,49.17726
Curves For Women (2336 King George Blvd),Women's Fitness,2,2336,King George Blvd,V4A5A5,6045368227,1,SSTC,Commercial/Industrial,2012,-122.79198,49.04446
Cloverdale Computers,Retail Computers,1,5748,176 St,V3S4C8,6045761277,1,CTC,Commercial/Industrial,2012,-122.73483,49.10685
Canadian Career Moves Newton,Employment Consult.,260,7525,King George Blvd,V3W5A8,6045981400,1,NTC,Commercial/Industrial,2012,-122.84576,49.13945
Joong Ang Oriental Medicine,Accupressure & Oriental Medicine,0,10240,152 St,V3R6N7,6045803046,1,GTC,Commercial/Industrial,2012,-122.80076,49.18852
Genesis Restorations Ltd,Contractor - Restoration,29,19257,Enterprise Way,V3S6J8,6045333440,1,CTC,Commercial/Industrial,2012,-122.68877,49.10789
Fruiticana (96 Ave),Retail Produce & Groceries,0,12855,96 Ave,V3V6V9,6045020005,8,SCC,Commercial/Industrial,2012,-122.86599,49.17725
Conspac Enterprises Ltd,Import/Export,304,1688,152 St,V4A4N2,6045415454,1,SSTC,Commercial/Industrial,2012,-122.80104,49.03271
Maple Academy,Learning Centre/Private Tutoring,0,15387,104 Ave,V3R1N5,6045800150,1,GTC,Commercial/Industrial,2012,-122.79574,49.19162
Pacaire HVAC Supplies Ltd,Wholesale,101,19525,56 Ave,V3S6K3,6045390233,1,CTC,Commercial/Industrial,2012,0,0
Apex Design Group Inc,Professional Practitioner-Architect,157,8120,128 St,V3W1R1,6045438281,4,NTC,Commercial/Industrial,2012,-122.86784,49.15021
Petro Canada Surrey Gas Bar & Car Wash,Convenience store,0,15211,Fraser Hwy,V3R3P3,6045832724,6,FTC,Commercial/Industrial,2012,-122.80123,49.16614
Great Life Fitness Exchange,Fitness Equipment,0,10242,152 St,V3R6N7,6045875200,3,GTC,Commercial/Industrial,2012,-122.80076,49.18856
Advance Lumber Remanufacturing Ltd,Mfg. - Cutting & Packaging Lumber,0,12184,Old Yale Rd,V3V3X5,6045804918,10,WTC,Commercial/Industrial,2012,-122.88507,49.20037
Ronsons Shoe Stores Ltd (Guildford Town Centre),Retail  - Shoes,0,2262,Guildford Town Centre,V3R7B9,6045803700,5,GTC,Commercial/Industrial,2012,0,0
Yammine Ortho Laboratory,Dental Lab,100,10203,152A St,V3R4H6,6045848884,2,GTC,Commercial/Industrial,2012,-122.79963,49.18791
Norburn Lighting & Bath Centre,Whlse. Lighting & Plumbing Supplies,41277,19300,Langley Bypass,V3S7R2,6045338163,5,CTC,Commercial/Industrial,2012,0,0
Music Bank Jireh Entertainement,Music Practice,90,10330,152 St,V3R4G8,6049308010,1,GTC,Commercial/Industrial,2012,-122.80075,49.19019
Elvis Pizza,Pizza Take Out,0,14916,104 Ave,V3T1W8,6045812814,1,GTC,Commercial/Industrial,2012,-122.80874,49.1914
Express Pitstop Foodmart,Grocery,6,7548,120 St,V3W3N1,6045019699,1,NTC,Commercial/Industrial,2012,-122.89022,49.14015
Fraser Heights Eyewear,Retail - Optical,107,16033,108 Ave,V4N1P2,6045888066,4,GTC,Commercial/Industrial,2012,-122.77766,49.19889
Surrey Wide Towing,Towing - Storage,10,7823,132 St,V3W4M8,6045900911,1,NTC,Commercial/Industrial,2012,-122.85693,49.14505
Legendary Developments Ltd,Contractor - General,306,16088,84 Ave,V4N0V9,6045078201,1,FTC,Commercial/Industrial,2012,-122.77632,49.15537
Cash Store The (King George Blvd),Cheque Cashing Serv.,0,10392,King George Blvd,V3T2W5,6045854729,4,SCC,Commercial/Industrial,2012,-122.84521,49.19157
King George Motors & Rentals,Automobile Dealer/Rebuilder,0,6460,King George Blvd,V3W4Z3,6045981100,3,NTC,Commercial/Industrial,2012,-122.84536,49.1201
Rite Away Auto Loans Ltd,Financial Agent,0,12647,King George Blvd,V3V3K6,6044187070,1,WTC,Commercial/Industrial,2012,-122.87169,49.20634
Truc Truck Finders Inc,Used Auto & Truck Sales,0,16110,Fraser Hwy,V4N0G3,6045990123,3,FTC,Commercial/Industrial,2012,-122.77636,49.15628
New Look Laser 2010 Inc,Laser Hair Removal,118,12888,80 Ave,V3W3A8,6045948228,2,NTC,Commercial/Industrial,2012,-122.86545,49.14807
Mrar Enterprise Ltd,Veterinarian,0,19475,Fraser Hwy,V3S6K7,6045327600,6,CTC,Commercial/Industrial,2012,-122.6828,49.11534
104 Laundry,Laundromat,106,13979,104 Ave,V3T1X1,6045800087,1,SCC,Commercial/Industrial,2012,-122.83477,49.19157
Medisave Pharmacy #03,Pharmacy,2,8181,120A St,V3W3P2,6045011114,3,NTC,Commercial/Industrial,2012,-122.88865,49.15181
North American Career College Ltd,Business School,23,7711,128 St,V3W4E6,6045929284,1,NTC,Commercial/Industrial,2012,-122.86807,49.14332
K S Tropical Fish Ltd,Whlse. Tropical Fish,20,8333,130 St,V3W7X4,6045916967,1,NTC,Commercial/Industrial,2012,-122.86243,49.154
Fraser Computer Centre,Computer Consulting/Repair/Design,401,16033,108 Ave,V4N1P2,6045806408,2,GTC,Commercial/Industrial,2012,-122.77766,49.19889
Fraser Computer Centre,Computer Consulting/Repair/Design,401,16033,108 Ave,V4N1P2,6045806408,2,GTC,Commercial/Industrial,2012,-122.77766,49.19889
Best Donair,Restaurant - No Alcohol,305,15930,Fraser Hwy,V4N0X8,6045909334,1,FTC,Commercial/Industrial,2012,-122.78115,49.15815
Subway (10392 King George Blvd)),Restaurant,0,10392,King George Blvd,V3T2W5,6045802554,13,SCC,Commercial/Industrial,2012,-122.84521,49.19157
Holo Holdings Ltd,Property Mgmt.,202,155,176 St,V3S9S4,6045383222,1,SSTC,Commercial/Industrial,2012,-122.73544,49.00486
Jose & Co Custom Jewellers,Retail Jewelry,105,1688,152 St,V4A4N2,6045411503,6,SSTC,Commercial/Industrial,2012,-122.80104,49.03271
J & J Food Concessions,Rodeo Concession Stand,0,6050,176 St,V3S4E7,6047956465,1,CTC,Commercial/Industrial,2012,-122.73473,49.11225
Fraser Heights Business Centre,Office Rentals,108,10422,168 St,V4N1R9,6045801895,1,GTC,Commercial/Industrial,2012,-122.75634,49.19196
Reitmans (3091 - 152 St),Retail - Ladies Wear,0,3091,152 St,V4P3K1,5143841140,10,SSTC,Commercial/Industrial,2012,-122.80134,49.05826
Surrey Urban Mission Society,Charitable Society/Organization,0,13388,104 Ave,V3T1V6,6045815172,1,SCC,Commercial/Industrial,2012,-122.8508,49.19155
Van Vision Technologies,Electronic assembly,7,12357,82A Ave,V3W0L5,6043398296,1,NTC,Commercial/Industrial,2012,-122.88002,49.15325
Beachcomber Hot Tubs Plus Inc (76 Ave),"Mfg. - Hot Tub Covers, Parts & Accessories",0,13221,76 Ave,V3W2V9,6045963353,30,NTC,Commercial/Industrial,2012,-122.85606,49.14102
T R K Engineering Ltd,Engineering,201,17688,66 Ave,V3S7X1,6045746432,25,CTC,Commercial/Industrial,2012,-122.73247,49.12227
Access Scaffold & Ladder Depot Ltd,Whlse. Scaffolding,4,9659,192 St,V4N4C7,6045139222,23,GTC,Commercial/Industrial,2012,-122.69047,49.1782
Budget Scaffold Ltd,Whsle. Scaffolding,4,9659,192 St,V4N4C7,6045139222,4,GTC,Commercial/Industrial,2012,-122.69047,49.1782
J & J Auto Care Centre Ltd,Automotive Repair Service,104,13443,78 Ave,V3W0A8,6045011303,5,NTC,Commercial/Industrial,2012,-122.85008,49.14461
Hanako Japanese Restaurant,Restaurant,205,15135,101 Ave,V3R7Z1,6045828833,8,GTC,Commercial/Industrial,2012,-122.80276,49.18622
Sirens (King George Blvd),Retail Ladies Wear,2193,10153,King George Blvd,V3T2W1,6045800188,9,SCC,Commercial/Industrial,2012,-122.84555,49.18696
Still Waters Counselling Services,Counselling Serv.,100,15225,104 Ave,V3R6Y8,6043779030,1,GTC,Commercial/Industrial,2012,-122.80019,49.19157
New Joe's Farm Market Ltd,Retail Produce,945,15355,24 Ave,V4A2H9,6045367889,11,SSTC,Commercial/Industrial,2012,-122.79692,49.0457
Ames Metal Fabricators 82 Ltd,Contractor - Sheet Metal,103,19045,54 Ave,V3S4R1,6045751562,28,CTC,Commercial/Industrial,2012,-122.69491,49.10087
Payless Shoesource (7488 King George Blvd),Retail Shoes,320,7488,King George Blvd,V3W0H9,6045079861,8,NTC,Commercial/Industrial,2012,-122.84548,49.1388
Moulton J Craig - Barrister & Solicitor,Professional Practitioner-Lawyer,300,1676,Martin Dr,V4A6E7,6045311421,2,SSTC,Commercial/Industrial,2012,-122.80462,49.03311
Slaco Computer Inc,Retail Computers,1116,7318,137 St,V3W1A3,6045998785,3,NTC,Commercial/Industrial,2012,-122.84268,49.13596
Murray Latta Progressive Machine Inc.,Sawmill Machinery & Equipment,0,8717,132 St,V3W4P1,6045999598,10,NTC,Commercial/Industrial,2012,-122.85705,49.16083
Murray Latta Progressive Machine Inc,Machinery,0,8717,132 St,V3W4P1,6045999598,90,NTC,Commercial/Industrial,2012,-122.85705,49.16083
N E Network Engineers Inc,Mfg. - Networks & Industrial Computer Assembly & Packaging & Repair,0,13078,84 Ave,V3W1L2,6045943476,1,NTC,Commercial/Industrial,2012,-122.86015,49.15531
Computbitz Solutions Ltd,Computer Manufacturing & Sales,4,2336,King George Blvd,V4A5A5,6048666901,1,SSTC,Commercial/Industrial,2012,-122.79198,49.04446
Nandos Chicken Guildford,Food Primary-Class B Dining Room,104,15190,101 Ave,V3R7V4,6045873210,12,GTC,Commercial/Industrial,2012,-122.80129,49.18604
White Rock South Surrey Jewish Community Centre,Jewish Community Center,32,3033,King George Blvd,V4P1B8,6045419995,3,SSTC,Commercial/Industrial,2012,-122.80823,49.05729
Smile Clean 24/7 Drop Off,Laundromat,0,6764,King George Blvd,V3W4Z5,6045919194,1,NTC,Commercial/Industrial,2012,-122.84544,49.12552
Tasmanian Enterprises,Portable Food Vendor,0,6050,176 St,V3S4E7,6042205216,1,CTC,Commercial/Industrial,2012,-122.73473,49.11225
Gladwin Opticals Inc,Retail - Optical,105,12568,72 Ave,V3W2M6,6045946940,1,NTC,Commercial/Industrial,2012,-122.87436,49.13384
Everhealth Chiropractic,Professional Practitioner-Chiropractor,0,14912,104 Ave,V3R1M7,6045816188,1,GTC,Commercial/Industrial,2012,-122.80886,49.1914
A C Tax & Accounting Services Ltd,Professional Practitioner-Accountant,314,8128,128 St,V3W1R1,6045994435,3,NTC,Commercial/Industrial,2012,-122.86784,49.15035
M Bar,Pub,0,10608,151A St,V3T5J5,6044957020,1,GTC,Commercial/Industrial,2012,-122.80161,49.19498
Moxie's Classic Grill,Restaurant,0,10608,151A St,V3R1J8,6044957020,50,GTC,Commercial/Industrial,2012,-122.80161,49.19498
Cline Inc Dr Roy A,Professional Practitioner-Medical/Ophthalmology,621,10833,160 St,V4N1P3,6045801008,2,GTC,Commercial/Industrial,2012,-122.77881,49.19925
Grewal & Co Professional Services Ltd,Professional Practitioner-Accountant,203,8120,128 St,V3W1R1,6045011933,1,NTC,Commercial/Industrial,2012,-122.86784,49.15021
0772832 BC Ltd,Mfg. & Installation - Signs,14,8456,129A St,V3W1A2,6049618414,1,NTC,Commercial/Industrial,2012,-122.86375,49.15604
Raven Hydronic Supply Ltd,Whlse. Hydroponic Supplies,402,13303,78 Ave,V3W5B9,6045437977,5,NTC,Commercial/Industrial,2012,-122.85392,49.14462
Starbucks Coffee #4473,Retail Merchant - 10 to 19 Employees,0,1386,Guildford Town Centre,V3R7B7,6047089233,25,GTC,Commercial/Industrial,2012,-122.80245,49.19211
Jumbo Pizza 2010 Inc,Units 104 & 105,104,5780,176A St,V3S4H3,6045746060,3,CTC,Commercial/Industrial,2012,-122.73355,49.10743
Fruiticana (12758 - 80 Ave),Whlse. & Distribution - Produce,101,12758,80 Ave,V3W3A7,6045020005,40,NTC,Commercial/Industrial,2012,-122.86916,49.14809
Power Wood Corp,Whlse. Cedar,0,9760,190 St,V4N3M9,6048829663,20,GTC,Commercial/Industrial,2012,-122.69585,49.17987
Nu Style Doors Ltd,Cabinet Doors,105,13065,84 Ave,V3W1B3,6045981613,12,NTC,Commercial/Industrial,2012,-122.86048,49.15549
Queensboro Marine Equipment Ltd,"Mfg. - Commercial Fishing Equip., Oil Spill Skimmers, etc.",205,12844,78 Ave,V3W8E7,6045949954,6,NTC,Commercial/Industrial,2012,0,0
Sidhu Shubnum,"Nursery, Farm Produce Sales",0,4490,152 St,V4P2J9,6045964000,1,SSTC,Commercial/Industrial,2012,-122.80104,49.08429
Orient Union TCM Clinic Ltd,Health service acupuncture,0,10090,152 St,V3R8X8,6045886658,1,GTC,Commercial/Industrial,2012,-122.80077,49.18592
Pacific Rim Laboratories Inc,Environmental Laboratory,103,19575,55A Ave,V3S8P8,6045328711,1,CTC,Commercial/Industrial,2012,-122.68082,49.10302
Professional Furniture Ltd,Mfg. - Furniture,109,12677,80 Ave,V3W3A6,6045943666,1,NTC,Commercial/Industrial,2012,-122.87128,49.14831
Paramount Travel Inc,"Tour Operator,Freight Brokerage",107,5450,152 St,V3S5J9,6045756200,5,NTC,Commercial/Industrial,2012,-122.80093,49.10178
Motherhood Maternity (Guildford Town Centre),Retail Maternity Wear,0,2282,Guildford Town Centre,V3R7B9,6045805004,4,GTC,Commercial/Industrial,2012,0,0
Tropitek/BC Tropical Shell Co,Wholesale,107,5219,192 St,V3S4P6,6045745060,8,CTC,Commercial/Industrial,2012,-122.69138,49.09786
Rai and Company Law Corp,Legal Services,201,9200,120 St,V3V4B7,0,1,WTC,Commercial/Industrial,2012,-122.89012,49.17047
A P T Education Center,Tutoring center for elementary to high school students,0,10061,136A St,V3T4G1,6045888785,3,SCC,Commercial/Industrial,2012,0,0
Fraser Industrial Saw Service Ltd,"Sharpening Serv.,Sign Painter/Manufacturer/Installations",1,5684,Landmark Way,V3S7H1,6045332112,1,CTC,Commercial/Industrial,2012,-122.68449,49.10614
Carlton Cards Ltd #185,Retailer of social expressions,300,3091,152 St,V4P3K1,6045315327,7,SSTC,Commercial/Industrial,2012,-122.80134,49.05826
Canuel Caterers Pondside CafÚ,Pond Side CafÚ,0,14320,57 Ave,V3X3A2,6045752605,8,NTC,Commercial/Industrial,2012,-122.8255,49.10626
Phi Hung Convenience Store,Convenience store,0,10533,King George Blvd,V3T2X1,6043397478,1,SCC,Commercial/Industrial,2012,-122.84546,49.19399
H P A Motorsports Inc,"Whlse. Performance auto parts, auto repair service",0,7561,134A St,V3W7B3,6045988520,12,NTC,Commercial/Industrial,2012,-122.85037,49.14019
H P A Motorsports Inc,"Whlse. Performance auto parts, auto repair service",0,7561,134A St,V3W7B3,6045988520,12,NTC,Commercial/Industrial,2012,-122.85037,49.14019
Sandhu Baldev Singh,Legal Serv.,282,8128,128 St,V3W1R1,0,1,NTC,Commercial/Industrial,2012,-122.86784,49.15035
Tri Tech Computers Ltd,Service Center,4,5492,Production Blvd,V3S8P5,6045344790,1,CTC,Commercial/Industrial,2012,-122.68163,49.10218
Best Western Peace Arch Inn,Hotel/Motel,0,2293,King George Blvd,V4A5A4,6045418100,15,SSTC,Commercial/Industrial,2012,-122.79122,49.04357
DIVERSEcity Community Resources Society,Charitable Organization,1107,7330,137 St,V3W1A3,6045970205,25,NTC,Commercial/Industrial,2012,-122.84268,49.13613
Save On Cartridge Plus,Warehouse,25,13340,116 Ave,V3R0R8,6045812121,1,WTC,Commercial/Industrial,2012,0,0
Drs S Larigakis & C Ferris Inc,Professional Practitioner-Medical,106,15252,32 Ave,V3S0R7,6045424885,12,SSTC,Commercial/Industrial,2012,-122.80002,49.06149
National Money Mart Co,Cheque Cashing Serv.,0,8975,152 St,V3R4E5,6045874950,5,FTC,Commercial/Industrial,2012,-122.80156,49.16544
Aulakh Inc Dr P S,Medical Office,101,8181,120A St,V3W3P2,6045996909,6,NTC,Commercial/Industrial,2012,-122.88865,49.15181
Greystone Drycleaners Ltd,Dry Cleaner,109,16033,108 Ave,V4N1P2,6045870016,1,GTC,Commercial/Industrial,2012,-122.77766,49.19889
Canuel Caterers Elgin Park Secondary School,Catering,0,13484,24 Ave,V4A2G5,6045752605,6,SSTC,Commercial/Industrial,2012,-122.84863,49.04567
Falcon Equipment Ltd (18557 - 96 Ave),Mfg. - Truck Decks & Accessories,0,18557,96 Ave,V4N3P7,6048885066,45,GTC,Commercial/Industrial,2012,-122.70873,49.17709
American Eagle Outfitters (Guildford Town Centre),Retail Clothing,0,2577,Guildford Town Centre,V3R7C1,6045884414,23,GTC,Commercial/Industrial,2012,0,0
New Knock Out Fashion Ltd,"Clothing, artificial jewellery, gifts",0,9478,120 St,V3V4B9,6045841213,1,WTC,Commercial/Industrial,2012,-122.89005,49.17511
B B Nails Ltd,Nail salon,0,9512,120 St,V3V4C1,6045852009,3,WTC,Commercial/Industrial,2012,-122.89004,49.17565
Sanghera Law Group,Professional Practitioner-Lawyer,203,7134,King George Blvd,V3W5A3,6045438484,15,NTC,Commercial/Industrial,2012,-122.84544,49.13221
Chand Hair Design Inc,Esthetician,0,12847,96 Ave,V3V6V9,6045889399,3,SCC,Commercial/Industrial,2012,-122.86628,49.17725
Universal Supply Co Langley Ltd,Whlse. Plumbing & Heating Supplies,0,19545,56 Ave,V3S6K3,6042534000,16,CTC,Commercial/Industrial,2012,-122.68218,49.10451
New Gulberg Market & Halal Meat Ltd,"Grocery Store, butcher shop",118,12578,72 Ave,V3W2M6,6045966008,3,NTC,Commercial/Industrial,2012,-122.87409,49.13383
Applewood Kia,"Auto Dealer, Auto Repair",0,16287,Fraser Hwy,V4N0G1,6046353010,45,FTC,Commercial/Industrial,2012,-122.77091,49.15437
N W Fuel Injection Service Ltd,Repair - Diesel Injections & Equip.,101,18940,94 Ave,V4N4X5,6048823835,9,GTC,Commercial/Industrial,2012,-122.69768,49.1733
#1 Happy Hair,Hairdressing,7,7548,120 St,V3W3N1,6045434057,2,NTC,Commercial/Industrial,2012,-122.89022,49.14015
Crystal At York The,Catering,210,12888,80 Ave,V3W3A8,6045944333,4,NTC,Commercial/Industrial,2012,-122.86545,49.14807
New Era Management,Automobile Dealer/Rebuilder,0,13409,King George Blvd,V3T2T5,6045802519,1,SCC,Commercial/Industrial,2012,-122.85058,49.20252
Kearns & Company Barristers & Solicitors,Professional Practitioner-Lawyer,1850,13450,102 Ave,V3T5X3,6045898022,15,SCC,Commercial/Industrial,2012,-122.84913,49.18811
Selective Countertops,Countertop Cutting Cont.,4,13136,84 Ave,V3W1J1,6045728280,1,NTC,Commercial/Industrial,2012,-122.85864,49.15531
Cloverdale Physiotherapy & Sports Clinic,Physiotherapy,0,17780,56 Ave,V3S1C7,6045744342,20,CTC,Commercial/Industrial,2012,-122.72982,49.10408
Western Woods Flooring Co,Hardwood Flooring,106,8484,162 St,V4N1B4,6045029663,3,FTC,Commercial/Industrial,2012,-122.77318,49.15699
