BUSINESS_NAME,PRODUCTS_OR_SERVICES,UNIT,HOUSE_NUMBER,ROAD,POSTAL_CODE,PHONE,EMPLOYEES,TOWN_CENTRE,BUSINESS_LICENCE_APPLICATION_TYPE,YEAR,LONGITUDE,LATITUDE
R & R Autobody & Paint Ltd,"Auto Body, Painting",1,11514,132A St,V3R7S2,6045812600,2,WTC,Commercial/Industrial,2013,-122.8549,49.21159
M & M Fast Food & Grocery,Convenience Store,0,10732,128 St,V3T3A1,6045898292,2,SCC,Commercial/Industrial,2013,-122.8675,49.1977
Rimex Supply Ltd,Mfg. - Rims & Wheels,0,18635,96 Ave,V4N3P6,6048880025,54,GTC,Commercial/Industrial,2013,-122.70672,49.17709
Edible Gardens,Whlse. - Gourmet Foods,6,2320,King George Blvd,V4A5A5,6048032477,1,SSTC,Commercial/Industrial,2013,-122.79163,49.04418
Warehouse One The Jean Store (72 Ave),Retail Clothing,135,12101,72 Ave,V3W2M1,6045432733,6,NTC,Commercial/Industrial,2013,-122.88748,49.13414
Tudor Ale House,Liquor Primary-Class D Neighbourhood Pub,0,187,176 St,V3S9S4,7782941080,7,SSTC,Commercial/Industrial,2013,-122.73544,49.00534
Tim Hortons (15255 - 56 Ave),Restaurant,0,15255,56 Ave,V3S3K2,6045758338,1,NTC,Commercial/Industrial,2013,-122.79952,49.10451
Subway,Restaurant,0,2279,Guildford Town Centre,V3R7B9,6049517890,6,GTC,Commercial/Industrial,2013,0,0
Stewart's Welding Ltd,Repair & Inspect Highway Trailers,0,17276,104A Ave,V4N5M3,6045815775,17,GTC,Commercial/Industrial,2013,-122.74349,49.19308
Q Link,Cell Phone Repair,0,10038,King George Blvd,V3T2W4,6045875465,1,SCC,Commercial/Industrial,2013,-122.84529,49.18503
Peninsula Paint & Design,Retail Paint & Decorating,100,14936,32 Ave,V4P3R5,6045381338,4,SSTC,Commercial/Industrial,2013,-122.80844,49.0595
Pacific Rim Engineered Products Ltd,Mfg.& Design - Industrial Drive Trains,0,9445,195 St,V4N4G3,6048828755,80,GTC,Commercial/Industrial,2013,-122.68242,49.17439
Orange Town Skin Care,"Esthetics, Skin Care",214,10210,152 St,V3R6N7,6045847800,2,GTC,Commercial/Industrial,2013,-122.80076,49.18802
Oak Avenue Neighbourhood Hub Society,Charitable Organization,0,12740,102 Ave,V3V3E5,6045827088,1,WTC,Commercial/Industrial,2013,-122.87014,49.18794
Nordel Crossing Dental Centre,Professional Practitioner-Dentist,205,12080,Nordel Way,V3W1P6,6045967788,10,NTC,Commercial/Industrial,2013,-122.88729,49.16184
Newton Hair Design,Hairdressing,135,13737,72 Ave,V3W2P2,6045901303,1,NTC,Commercial/Industrial,2013,-122.84124,49.13366
Curry Sensation Indian Restaurant,Restaurant,105,2828,152 St,V4P1G6,6045387333,3,SSTC,Commercial/Industrial,2013,-122.80109,49.05336
Leadwin Decorative Doors Ltd,Mfg. - Residental Doors Prehanger,0,12303,Industrial Rd,V3V3S4,6045894717,17,WTC,Commercial/Industrial,2013,-122.88157,49.21028
Kotler van den Brink & Co,Accountant,208,15272,Croydon Dr,V3S0Z5,6045316207,8,SSTC,Commercial/Industrial,2013,-122.79881,49.06002
Hui Inc & Associates Dr Jason,Professional Practitioner-Dentist,0,12831,96 Ave,V3V6V9,6045884855,9,SCC,Commercial/Industrial,2013,-122.86685,49.17725
Hollywood Nails,Nail Salon,0,10216,152 St,V3R6N7,6045853661,4,GTC,Commercial/Industrial,2013,-122.80076,49.18812
Greater Vancouver Powersports Inc,Auto Repair,0,18565,96 Ave,V4N3P7,6048179453,3,GTC,Commercial/Industrial,2013,-122.70855,49.17709
Sukh's Pharmacy,Pharmacy,109,7500,120 St,V3W3N1,6045430986,1,NTC,Commercial/Industrial,2013,-122.89022,49.13907
D A S Technical Inc,Communications Cabling,204,8556,120 St,V3W3N5,6045028816,4,NTC,Commercial/Industrial,2013,-122.89023,49.15863
Certified Folder Display Service Canada Inc,Warehouse,45,13320,78 Ave,V3W0H6,6045729203,6,NTC,Commercial/Industrial,2013,-122.85347,49.14444
Canadian Industrial Pumps Ltd,Pump sales & service,205,6450,148 St,V3S7G7,6045915055,5,NTC,Commercial/Industrial,2013,-122.81204,49.11977
Bubble World,Restaurant,0,10090,152 St,V3R8X8,6045853399,35,GTC,Commercial/Industrial,2013,-122.80077,49.18592
B G L Brokerage Ltd,Customs Broker,203,15252,32 Ave,V3S0R7,6045412311,4,SSTC,Commercial/Industrial,2013,-122.80002,49.06149
Low Cost Glass Ltd,Glass Installations/Sales,0,12627,King George Blvd,V3V3K6,6044187374,1,WTC,Commercial/Industrial,2013,-122.87246,49.20635
Asian Noodle Island Ltd,Restaurant,302,15988,Fraser Hwy,V4N0X8,6045916528,6,FTC,Commercial/Industrial,2013,-122.77933,49.15744
A Place For Us Society,Charitable Society,0,12054,96 Ave,V3V1W3,6045817118,22,WTC,Commercial/Industrial,2013,-122.88867,49.17706
Bhaia Sweet & Restaurant,Restaurant - No Alcohol,105,13753,72 Ave,V3W2P2,6045998234,5,NTC,Commercial/Industrial,2013,-122.84061,49.13367
Van Gool Custom Sheet Metal,Sheet metal fabrication,102,19525,56 Ave,V3S6K3,6045140292,8,CTC,Commercial/Industrial,2013,0,0
Creative Spirits Yoga,Yoga instruction,105,6875,King George Blvd,V3W5A1,7788899605,1,NTC,Commercial/Industrial,2013,-122.84573,49.12749
Rosemary Heights Chiropractic,Professional Practitioner-Chiropract,218,3388,Rosemary Heights Cr,V3S0K7,6045358838,5,SSTC,Commercial/Industrial,2013,-122.79822,49.06357
Mash Enterprises Inc,International Business Consulting,206,16088,84 Ave,V4N0V9,6048129971,1,FTC,Commercial/Industrial,2013,-122.77632,49.15537
Hi Knoll Golf Centre,"Golf Driving Range,Retail",0,4955,192 St,V3S0L5,6045768588,6,CTC,Commercial/Industrial,2013,-122.69107,49.09281
North Delta Hapdosool Martial Arts Academy,Recreational Facility - Martial Arts,102,6398,120 St,V3X3K1,6045918062,1,NTC,Commercial/Industrial,2013,-122.89024,49.11922
Pacific Community Rresources Society (76 Ave),"Charitable Society,Charitable Society/Organization",114,13479,76 Ave,V3W2W3,6045926200,1,NTC,Commercial/Industrial,2013,-122.84905,49.14096
Snowmans Icecream & Fastfood Ltd,Restaurant - No Alcohol,112,7500,120 St,V3W3N1,6045027080,1,NTC,Commercial/Industrial,2013,-122.89022,49.13907
Parikh Inc Dr A,Medical Office,101,10248,152 St,V3R6N7,6045884191,3,GTC,Commercial/Industrial,2013,-122.80076,49.18866
Colin M Jackson M D Inc,Professional Practitioner-Medical/Orthopedic Surgeon,101,13798,94A Ave,V3V1N1,6045886528,2,WTC,Commercial/Industrial,2013,-122.84015,49.17462
BuildCo Wholesale Ltd,Whlse. Building Products,103,13112,84 Ave,V3W1L2,6045976881,7,NTC,Commercial/Industrial,2013,-122.85926,49.15531
Proactive Communications,Consultant - Financial Planning,201,2383,King George Blvd,V4A5A4,6045411995,1,SSTC,Commercial/Industrial,2013,-122.79321,49.04517
D J Auto Market Inc,Used Car & Truck Sales,0,2337,King George Blvd,V4A5A4,6045382422,8,SSTC,Commercial/Industrial,2013,-122.79219,49.04435
Vision Nails & Skin Centre,Esthetics,0,8977,152 St,V3R4E5,6045884655,3,FTC,Commercial/Industrial,2013,-122.80156,49.16547
Rahul Glass Ltd,Contractor - Glass Installation,104,8655,130 St,V3W1V9,6048416833,1,NTC,Commercial/Industrial,2013,-122.86259,49.15989
Tastefully Yours by Jeff,Caterer,102,19329,Enterprise Way,V3S6J8,6045342006,5,CTC,Commercial/Industrial,2013,-122.6874,49.109
Nail FX Studio,Esthetician,121,3388,Rosemary Heights Cr,V3S0K7,6045387088,1,SSTC,Commercial/Industrial,2013,-122.79822,49.06357
Keg The,Restaurant,0,15180,32 Ave Div,V3S3M1,6045429733,110,SSTC,Commercial/Industrial,2013,-122.80193,49.06149
Mandate Tours & Transportation Inc,Travel Agency,260,1959,152 St,V4A9E3,6045425566,5,SSTC,Commercial/Industrial,2013,-122.80133,49.03761
Caliber Automotive Inc,Automotive Repair Service,0,19056,Fraser Hwy,V3S8E7,6045751031,1,CTC,Commercial/Industrial,2013,-122.69494,49.12059
Al & Nick's Auto Services Ltd,Auto Repair,104,13463,78 Ave,V3W0A8,7782885752,2,NTC,Commercial/Industrial,2013,-122.84959,49.14461
Icon Foods,Food processing,104,8277,129 St,V3W4N2,6047604714,1,NTC,Commercial/Industrial,2013,-122.86566,49.15333
Pacific Coast Distribution Ltd,Wrhse.,0,18806,96 Ave,V4N3R1,6048888489,15,GTC,Commercial/Industrial,2013,-122.70111,49.17691
Surrey Hospice Society & Surrey Fire Fighters,Charity Thrift Store,0,7136,King George Blvd,V3W5A3,6045437006,1,NTC,Commercial/Industrial,2013,-122.84544,49.13225
Checkwell Decision Corporation,Pre-Employment Background Verifications,200,19433,96 Ave,V4N4C4,6045064663,106,GTC,Commercial/Industrial,2013,-122.68496,49.17708
Langley Hyundai,"Auto Dealer/Rebuilder, Auto Repair",0,19459,Langley Bypass,V3S6K1,6045398549,34,CTC,Commercial/Industrial,2013,0,0
Prime Care Fleetwood,Medical Office,108,8927,152 St,V3R4E5,6045888998,3,FTC,Commercial/Industrial,2013,-122.80158,49.16475
Second Chance Computer Solutions,Computer Repair,0,9837,138 St,V3T5E3,6045827767,1,SCC,Commercial/Industrial,2013,-122.83985,49.18108
Surrey Cash Now,Cheque Cashing Centre,102,14888,104 Ave,V3R1M4,6045269594,3,GTC,Commercial/Industrial,2013,-122.80961,49.1914
Happy Critters Pet Grooming,Pet Grooming,4,17686,57 Ave,V3S1H2,6045744602,2,CTC,Commercial/Industrial,2013,-122.73264,49.10589
Olympic Building Services,Janitorial Serv.,301,7889,132 St,V3W4N2,6045996767,2,NTC,Commercial/Industrial,2013,-122.85694,49.14633
Stern Albert Shapray,Professional Practitioner-Lawyer,1012,7445,132 St,V3W1J8,6045905600,1,NTC,Commercial/Industrial,2013,-122.85687,49.13789
Royal Bank of Canada (56 Ave),Bank,0,15365,56 Ave,V3S0X9,6045753350,12,NTC,Commercial/Industrial,2013,-122.79639,49.10449
Taurus Truck & Crane Repair Ltd,Cranes & Machinery Repair,0,19011,96 Ave,V4N3P2,6045138475,5,GTC,Commercial/Industrial,2013,-122.6956,49.17709
Public Storage,Wrhse.,0,17555,64 Ave,V3S1Y8,6045746488,3,CTC,Commercial/Industrial,2013,-122.73626,49.11887
Canadian Cancer Society,Charitable Society,301,9808,King George Blvd,V3T2V6,6045832228,10,SCC,Commercial/Industrial,2013,-122.84539,49.1807
Sabatino's Trattoria & Bar,Restaurant,950,15355,24 Ave,V4A2H9,6045425989,41,SSTC,Commercial/Industrial,2013,-122.79692,49.0457
D & Dee Professional Traffic Control,Traffic Control Training,0,5625,176 St,V3S4C4,6045753944,2,CTC,Commercial/Industrial,2013,-122.73509,49.10459
Surrey Language Assessment Centre,Consult. - ESL Assessment of New Immigrants,202,7337,137 St,V3W1A4,6045074150,7,NTC,Commercial/Industrial,2013,-122.84296,49.13623
Chemist Pharmacy No 1 The,Retail Pharmacy,17,15300,105 Ave,V3R6A7,6046340303,2,GTC,Commercial/Industrial,2013,-122.79801,49.19323
SMS Equipment Inc,Machinery/Heavy Equipment Dealer,0,19520,Telegraph Trail,V4N4H1,6048889700,1,GTC,Commercial/Industrial,2013,-122.68132,49.18106
Michael Hill Jeweller,Retail Jewelry,1060,10355,152 St,V3R7C1,6045887920,7,GTC,Commercial/Industrial,2013,-122.80102,49.19063
Builders Tile,Ceramic Tile Cont.,7,13015,84 Ave,V3W1B3,6045076881,2,NTC,Commercial/Industrial,2013,-122.86177,49.15548
Western Equipment Ltd,Whlse. Equipment,114,5219,192 St,V3S4P6,6045747551,12,CTC,Commercial/Industrial,2013,-122.69138,49.09786
A B M Products Inc,Import/Export,207,9785,192 St,V4N4C7,6048829473,3,GTC,Commercial/Industrial,2013,-122.69044,49.18052
All Day All Nite,"Retail Convenience Store, Computer Time Rental",104,10252,135 St,V3T4C2,6045825529,5,SCC,Commercial/Industrial,2013,0,0
B C Cultural Bhangra Academy Inc,Bhanga Dance Entertainment School,136,7536,130 St,V3W1H8,6047254999,5,NTC,Commercial/Industrial,2013,-122.86169,49.13956
Shergill & Company Trial Lawyers,Professional Practitioner-Lawyer,286,8128,128 St,V3W1R1,6045978111,9,NTC,Commercial/Industrial,2013,-122.86784,49.15035
Dr A Shergill & Associates,Professional Practitioner-Medical/Psychologist,286,8128,128 St,V3W1R1,6045978330,6,NTC,Commercial/Industrial,2013,-122.86784,49.15035
Clydesdale Inn Beer & Wine Liquor Store,Retail - Beer & Wine,0,17630,56 Ave,V3S1C5,6045762826,1,CTC,Commercial/Industrial,2013,-122.73418,49.10408
Manny's Jewellers & Fabrics Ltd,Retail Jewelry & Fabric,101,8166,128 St,V3W1R1,6045940677,2,NTC,Commercial/Industrial,2013,-122.86785,49.15104
Fibretech Distributors Inc,"Mfg. - Tubs, Jacuzzi's; Whlse. Bathtubs, Sinks, Toilets, Faucets",129,12885,85 Ave,V3W0K8,6045072199,35,NTC,Commercial/Industrial,2013,-122.86571,49.15767
Subway,Restaurant - No Alcohol,101,2255,King George Blvd,V4A5A4,6045422448,7,SSTC,Commercial/Industrial,2013,-122.79038,49.04289
Diane Adkins Med Rcc Counselling & Psychotherapy,Counselling & Psychotherapy,207,15350,34 Ave,V3S0X7,6045315307,1,SSTC,Commercial/Industrial,2013,-122.79711,49.06364
S & V Planning Corporation,Insurance Agent,238,8138,128 St,V3W1R1,6045924540,1,NTC,Commercial/Industrial,2013,-122.86784,49.15053
Garcha Bros Meats,Retail Merchant - 0 to 2 Employees,137,8166,128 St,V3W1R1,6045922951,3,NTC,Commercial/Industrial,2013,-122.86785,49.15104
Telus Communications Inc,Communications Cont.,0,18509,96 Ave,V4N3P7,7804933613,1,GTC,Commercial/Industrial,2013,-122.70987,49.17709
Canine Harmony Dog Training Academy,Mobile Dog Training,0,17778,24 Ave,V3V3N7,6042192545,5,SSTC,Commercial/Industrial,2013,-122.73022,49.0456
Prudential Transportation Ltd,Administration Office,239,8138,128 St,V3W1R1,6045432147,5,NTC,Commercial/Industrial,2013,-122.86784,49.15053
Southhill Electric Ltd,Wrhse. - Electrical Prod.,109,13045,84 Ave,V3W1B3,6045727513,1,NTC,Commercial/Industrial,2013,-122.861,49.15548
West Canada Insurance Services Inc,Insurance Agent,0,15135,101 Ave,V3R7Z1,6045847790,2,GTC,Commercial/Industrial,2013,-122.80276,49.18622
Canasia Forest Industries Ltd,Mfg. Agent - Forestry,205,12899,76 Ave,V3W1E6,6045028880,7,NTC,Commercial/Industrial,2013,-122.86467,49.14109
Humberto & Lisa Guillen,Apartment/Townhouse Rental,0,12991,100 Ave,V3T1G9,6045121479,2,SCC,Commercial/Industrial,2013,-122.8623,49.18451
Burnaby Moving & Storage Ltd,Trucking Serv.,103,6448,148 St,V3S7G7,6045439790,8,NTC,Commercial/Industrial,2013,-122.81204,49.11973
Frontline Motorsports Inc,Automobile Dealer/Rebuilder,0,13519,King George Blvd,V3T2T8,6047837001,1,SCC,Commercial/Industrial,2013,-122.84748,49.20047
Bombay Se,Food Primary-Class B Dining Lounge,201,7500,120 St,V3W3N1,6045027080,7,NTC,Commercial/Industrial,2013,-122.89022,49.13907
Gurulucky Snacks & Sweets Factory,"Mfg. & Distribution - Snacks, Sweet & Retail Showroom",41306,7660,134 St,V3W7T8,6045949800,4,NTC,Commercial/Industrial,2013,-122.85107,49.14199
Khalsa Wireless Limited,"Repair Service, Retail Merchant - Wireless",344,8140,128 St,V3W1R1,6045949296,2,NTC,Commercial/Industrial,2013,-122.86784,49.15057
Centreline Auto Sales,Auto Dealer/Rebuilder,4,7680,134 St,V3W7T8,6045994515,1,NTC,Commercial/Industrial,2013,-122.85107,49.14235
Feel Like Talking Connections,Retail Wireless & Satellite Products,103,13630,72 Ave,V3W2P3,6045915130,6,NTC,Commercial/Industrial,2013,-122.84444,49.13345
Guildford Family Health,Professional Practitioner-Medical,201,10190,152A St,V3R1J7,6045881822,3,GTC,Commercial/Industrial,2013,-122.79936,49.18767
High Score Learning Inc,Business School,250,8138,128 St,V3W1R1,6045920350,4,NTC,Commercial/Industrial,2013,-122.86784,49.15053
Auto Camping Limited,New automotive parts,104,6448,148 St,V3S7G7,6045729787,6,NTC,Commercial/Industrial,2013,-122.81204,49.11973
G Sodhi & Associates Inc,Consultant - Immigration,207,12830,80 Ave,V3W3A8,6045923611,2,NTC,Commercial/Industrial,2013,-122.86703,49.14807
H M Tax & Accounting Inc,Bookkeeping,207,12830,80 Ave,V3W3A8,6045923611,2,NTC,Commercial/Industrial,2013,-122.86703,49.14807
X S Cargo,Retail Liquidator,0,19335,Langley Bypass,V3S6K1,6045339681,12,CTC,Commercial/Industrial,2013,0,0
Star Mart Enterprise Ltd,Dollar Store,0,13647,100 Ave,V3T1H9,7783953355,2,SCC,Commercial/Industrial,2013,-122.84363,49.1844
Health Gate Medical Services,Professional Practitioner-Medical,0,13446,108 Ave,V3T2K1,6045836364,1,SCC,Commercial/Industrial,2013,-122.84923,49.19881
Fraser Form Rentals Ltd,Concrete form rentals,0,10682,135 St,V3T4C7,6045901016,1,SCC,Commercial/Industrial,2013,0,0
Pacific Motorcycle School Inc,Driving School,106,13443,78 Ave,V3W0A8,6045727312,19,NTC,Commercial/Industrial,2013,-122.85008,49.14461
Eye Star,Retail Eyewear,0,2284,Guildford Town Centre,V3R7B9,6045828843,5,GTC,Commercial/Industrial,2013,0,0
Allflo Technologies Inc,Hydraulic Repair,0,12630,82 Ave,V3W3G1,6045435293,1,NTC,Commercial/Industrial,2013,-122.87196,49.15181
Bell,Retail Cellular Phones & Satellites,106,12020,Nordel Way,V3W1P6,6045958160,5,NTC,Commercial/Industrial,2013,-122.88951,49.16193
Harveys Second Cup,Restaurant,0,7350,120 St,V3W3M9,6045901353,1,NTC,Commercial/Industrial,2013,-122.89022,49.13654
Mann Bros Meat Shop Inc,Retail Meat,0,15155,Fraser Hwy,V3R3P2,7786889233,1,FTC,Commercial/Industrial,2013,-122.80256,49.16666
Cash Money #592,Cheque Cashing Centre,0,10556,King George Blvd,V3T2X3,6045889400,6,SCC,Commercial/Industrial,2013,-122.84518,49.19453
Cash Money #590,Cheque Cashing Centre,100,13737,72 Ave,V3W2P2,6045729040,6,NTC,Commercial/Industrial,2013,-122.84124,49.13366
Shahnaz Hussain's Herbal Salon,Esthetician,313,8128,128 St,V3W1R1,6045960231,1,NTC,Commercial/Industrial,2013,-122.86784,49.15035
Advance Connexions Inc,Contractor - Electrical,0,12180,86 Ave,V3W3H7,6045948288,8,NTC,Commercial/Industrial,2013,-122.88529,49.15952
Professio Nail,Esthetician,0,1263,Guildford Town Centre,V3R7B7,6045828446,1,GTC,Commercial/Industrial,2013,0,0
Fancy Look Hair & Nails 2010,"Hair Salon/Barber,Esthetician",0,10117,Whalley Blvd,V3T4G1,6049570353,2,SCC,Commercial/Industrial,2013,-122.84337,49.18643
Fraser Valley Wireless Inc,Retail -,0,1711,152 St,V4A4N3,6045312500,4,SSTC,Commercial/Industrial,2013,-122.80132,49.03315
Krishna Jewellery & Sari Ltd,"Artificial jewellery, fabrics, ready made clothing",0,8166,128 St,V3W1R1,6045518665,2,NTC,Commercial/Industrial,2013,-122.86785,49.15104
Cash Money #595,Cheque Cashing Centre,109,8386,120 St,V3W3N4,6045924455,6,NTC,Commercial/Industrial,2013,-122.89023,49.15566
D Hut Pizza Plus Ltd,Restaurant,0,13588,88 Ave,V3W3K8,6045918080,10,NTC,Commercial/Industrial,2013,-122.84615,49.16267
Sienna Tanning,Tanning Salon,510,15355,24 Ave,V4A2H9,6045365512,3,SSTC,Commercial/Industrial,2013,-122.79692,49.0457
Vivace Hair Studio & Spa,"Esthetician,Hair Salon/Barber",127,12080,Nordel Way,V3W1P6,6045915151,8,NTC,Commercial/Industrial,2013,-122.88729,49.16184
Vohora & Company,Professional Practitioner-Accountant,0,15252,32 Ave,V3S0R7,6045419890,15,SSTC,Commercial/Industrial,2013,-122.80002,49.06149
Le Chateau (King George Blvd),Retail Clothing,0,10153,King George Blvd,V3T2W1,6045884395,7,SCC,Commercial/Industrial,2013,-122.84555,49.18696
Baragar Demographics,Software Design & Consultant,0,2324,156 St,V4A4V4,6045353690,16,SSTC,Commercial/Industrial,2013,-122.79007,49.04445
Stoneworks Marble & Granite Ltd,Marble & Granite Cont.,10,12988,84 Ave,V3W0K6,6043399907,3,NTC,Commercial/Industrial,2013,-122.86267,49.1553
Coast Capital Savings Credit Union (102 Ave),Administration Office,1900,13450,102 Ave,V3T5Y1,6045177000,347,SCC,Commercial/Industrial,2013,-122.84913,49.18811
Tectronix Systems Inc,Mfg. - Metal Detectors,9,18812,96 Ave,V4N3R1,6046076028,5,GTC,Commercial/Industrial,2013,-122.70097,49.17691
Flight Centre White Rock,Travel Agency,131,1711,152 St,V4A4N3,8663750786,5,SSTC,Commercial/Industrial,2013,-122.80132,49.03315
Kumon,Tutoring,0,3237,King George Blvd,V4P1B7,6045316086,1,SSTC,Commercial/Industrial,2013,-122.81279,49.06096
CF Canada Financial Group Inc,Financial Serv.,2008,7445,132 St,V3W1J8,6045969285,13,NTC,Commercial/Industrial,2013,-122.85687,49.13789
Surrey Fire Fighters Charitable Society,Charitable Society,0,8767,132 St,V3W4P1,6045745785,3,NTC,Commercial/Industrial,2013,-122.85706,49.16189
S R I Towing & Sales Ltd,"Whlse.Truck Parts,Towing - No Storage",0,12338,Old Yale Rd,V3V3X8,6049309991,2,WTC,Commercial/Industrial,2013,-122.88041,49.19807
Bawa Collections,"Retail Clothing, Fashion Jewelry",188,8138,128 St,V3W1R1,6047801547,3,NTC,Commercial/Industrial,2013,-122.86784,49.15053
B M Truck Sales Ltd,Automobile Dealer/Rebuilder,101,8455,162 St,V4N1B2,6048621700,4,FTC,Commercial/Industrial,2013,-122.77346,49.15643
Choices Market White Rock Ltd,Retail - Groceries,0,3248,King George Blvd,V4P1A5,6045413902,120,SSTC,Commercial/Industrial,2013,-122.81289,49.06133
Save On Floors Ltd,Whlse. Tiles & Laminate Flooring,108,8173,128 St,V3W4G1,6045962112,2,NTC,Commercial/Industrial,2013,-122.86812,49.15114
Ayurhealing Inc,"Retail Health Food, Vitamins",165,8120,128 St,V3W1R1,6045377526,2,NTC,Commercial/Industrial,2013,-122.86784,49.15021
E O S Transport Inc,Admin. Office - Trucking,308,8788,120 St,V3W3N6,6048884050,6,NTC,Commercial/Industrial,2013,-122.89022,49.16225
Aquazone Water N Vita Inc,Retail Purified Water,103,15953,Fraser Hwy,V4N0Y3,6044849458,1,FTC,Commercial/Industrial,2013,-122.78029,49.15803
Family Chiropractic,Professional Practitioner-Chiropractor,106,6840,King George Blvd,V3W4Z9,6045947774,7,NTC,Commercial/Industrial,2013,-122.84545,49.12694
Surrey Festival of Dance Society,Charitable Organization,203,13541,102 Ave,V3T4X8,6045853320,1,SCC,Commercial/Industrial,2013,-122.846,49.18793
Galaxy Travel Ltd,Travel Agency,129,7475,135 St,V3W0M8,6045014700,4,NTC,Commercial/Industrial,2013,-122.84854,49.1387
H N L Design & Manufacturing Ltd,Mfg. - Steel Fabrication,0,12320,88 Ave,V3W3J6,6045988185,11,NTC,Commercial/Industrial,2013,-122.88185,49.16313
Wilson Celesta,Counselling Serv.,11,15243,91 Ave,V3R9K2,6045852599,1,FTC,Commercial/Industrial,2013,-122.7998,49.16837
Linmark Publishing Ltd,Calendar Publishing,3,19169,21 Ave,V3S3M3,6045367300,10,SSTC,Commercial/Industrial,2013,-122.69222,49.04033
More 4 Your Money Complete Auto Repair,Auto Repair,2,11455,132A St,V3R7S2,6045856085,1,WTC,Commercial/Industrial,2013,-122.85519,49.21107
Oceanic Stones Ltd,Mfg. - Granite Countertops,0,13055,84 Ave,V3W1B3,6045985980,16,NTC,Commercial/Industrial,2013,-122.86074,49.15548
Roop Kala Jewellry & Saree House Ltd,Retail,156,8120,128 St,V3W1R1,6045904634,1,NTC,Commercial/Industrial,2013,-122.86784,49.15021
Tandy Leather Factory,Retail Leather Clothing,0,13624,108 Ave,V3T2K5,6045831681,4,SCC,Commercial/Industrial,2013,-122.84383,49.19877
Z M Z Manufacturing,Import/Export,391,13290,78 Ave,V3W0H6,6045942300,10,NTC,Commercial/Industrial,2013,-122.85427,49.14444
General Paint Ltd (96 Ave),Whlse. Paint,205,19358,96 Ave,V4N4C1,6048820084,3,GTC,Commercial/Industrial,2013,-122.68669,49.1769
Astra Granite Ltd,Whlse. Granite,0,12654,82 Ave,V3W3G1,6045991399,4,NTC,Commercial/Industrial,2013,-122.87125,49.15179
Johnson Joan P,Shiatsu Massage,245,2121,152 St,V4A4P1,6045410838,2,SSTC,Commercial/Industrial,2013,-122.80133,49.04054
Great Pizza Co The,Restaurant,122,12578,72 Ave,V3W2M6,6045900241,5,NTC,Commercial/Industrial,2013,-122.87409,49.13383
Gannet Diesel Service Ltd,Diesel Engine Repair,202,19379,Enterprise Way,V3S6J8,6045143722,1,CTC,Commercial/Industrial,2013,-122.68588,49.10979
Crown Distributors Ltd,Wholesale,391,13290,78 Ave,V3W0H6,6045436473,15,NTC,Commercial/Industrial,2013,-122.85427,49.14444
Ar Rida The House of Abayas & Hijabs,Pedlar - Clothing,104,12830,80 Ave,V3W3A8,6045909210,1,NTC,Commercial/Industrial,2013,-122.86703,49.14807
New Era Trucking Ltd,Trucking & Cartage,391,13290,78 Ave,V3W0H6,6045070837,3,NTC,Commercial/Industrial,2013,-122.85427,49.14444
Pacific Controls Ltd,Whlse. HVAC Controls,101,6448,148 St,V3S7G7,6045728903,2,NTC,Commercial/Industrial,2013,-122.81204,49.11973
Cobs Bread,Bakery,0,12857,16 Ave,V4A1N5,6046859988,10,,Commercial/Industrial,2013,-122.86629,49.03138
Cloverdale Station Neighbourhood Pub and Liquor St,Retail - Liquor Store,0,5858,176 St,V3S4H4,6045153925,35,CTC,Commercial/Industrial,2013,-122.73482,49.10878
African Superstore Ltd,Retail - African Specialty Foods,0,10761,King George Blvd,V3T2X6,6045974912,1,SCC,Commercial/Industrial,2013,-122.8457,49.19814
Invis Feisal & Associates Mortgage Consulting,Mortgage Broker,109,17700,56 Ave,V3S1C7,6045761412,3,CTC,Commercial/Industrial,2013,-122.73225,49.10408
A Passion For Flowers Design Studio Ltd,"Retail - Florist, Home DÚcor,",11,3268,King George Blvd,V4P1A5,6045055088,1,SSTC,Commercial/Industrial,2013,-122.8135,49.06182
Mian Inc Drs,Professional Practitioner-Medical,308,13710,94A Ave,V3V1N1,6045856001,3,WTC,Commercial/Industrial,2013,-122.84227,49.17461
Brewster's Liquor Store,Retail - Liquor Licensee Store,700,7380,King George Blvd,V3W5A5,6045988100,7,NTC,Commercial/Industrial,2013,-122.84547,49.13692
Brewster's Sports Pub,Liquor Primary-Class D Neighbourhood Pub,700,7380,King George Blvd,V3W5A5,6045988100,15,NTC,Commercial/Industrial,2013,-122.84547,49.13692
Community Savings Credit Union (102 Ave),Admin. Office,1600,13450,102 Ave,V3T5X3,6046542000,28,SCC,Commercial/Industrial,2013,-122.84913,49.18811
Splitz Gymnastics Centres Ltd,Gymnastics Centre,101,17533,64 Ave,V3S1Y8,6045758425,1,CTC,Commercial/Industrial,2013,-122.73693,49.11888
Cork and Cookhouse,Liquor Primary-Class D Neighbourhood Pub,0,5855,176A St,V3S4H4,6045753955,15,CTC,Commercial/Industrial,2013,-122.73383,49.10885
Vege Garden & Coffee Shop Ltd,"Restaurant,Retail Merchant - 0 to 2 Employees",103,8383,128 St,V3W4G1,6045073003,4,NTC,Commercial/Industrial,2013,-122.86813,49.15492
