Intersection,Hourly_Average,Time,Eastbound,Westbound,Northbound,Southbound,Total
72 Avenue West of 123 Street,Monday-Friday,4:00 AM,89,165,,,254
72 Avenue West of 123 Street,Monday-Friday,5:00 AM,143,575,,,718
72 Avenue West of 123 Street,Monday-Friday,6:00 AM,331,648,,,979
72 Avenue West of 123 Street,Monday-Friday,7:00 AM,536,710,,,1246
72 Avenue West of 123 Street,Monday-Friday,8:00 AM,654,821,,,1475
72 Avenue West of 123 Street,Monday-Friday,9:00 AM,663,761,,,1424
72 Avenue West of 123 Street,Monday-Friday,10:00 AM,711,801,,,1512
72 Avenue West of 123 Street,Monday-Friday,11:00 AM,823,898,,,1721
72 Avenue West of 123 Street,Monday-Friday,12:00 PM,934,945,,,1879
72 Avenue West of 123 Street,Monday-Friday,1:00 PM,991,937,,,1928
72 Avenue West of 123 Street,Monday-Friday,2:00 PM,1063,999,,,2062
72 Avenue West of 123 Street,Monday-Friday,3:00 PM,1082,1052,,,2134
72 Avenue West of 123 Street,Monday-Friday,4:00 PM,1125,1049,,,2174
72 Avenue West of 123 Street,Monday-Friday,5:00 PM,1115,1009,,,2124
72 Avenue West of 123 Street,Monday-Friday,6:00 PM,1097,939,,,2036
72 Avenue West of 123 Street,Monday-Friday,7:00 PM,898,780,,,1678
72 Avenue West of 123 Street,Monday-Friday,8:00 PM,731,613,,,1344
72 Avenue West of 123 Street,Monday-Friday,9:00 PM,668,547,,,1215
72 Avenue West of 123 Street,Monday-Friday,10:00 PM,482,370,,,852
72 Avenue West of 123 Street,Monday-Friday,11:00 PM,342,176,,,518
88 Avenue West of 123 Street,Monday-Friday,12:00 AM,246,104,,,350
88 Avenue West of 123 Street,Monday-Friday,1:00 AM,141,56,,,197
88 Avenue West of 123 Street,Monday-Friday,2:00 AM,86,59,,,145
88 Avenue West of 123 Street,Monday-Friday,3:00 AM,63,98,,,161
88 Avenue West of 123 Street,Monday-Friday,4:00 AM,88,228,,,316
88 Avenue West of 123 Street,Monday-Friday,5:00 AM,178,836,,,1014
88 Avenue West of 123 Street,Monday-Friday,6:00 AM,496,950,,,1446
88 Avenue West of 123 Street,Monday-Friday,7:00 AM,820,998,,,1818
88 Avenue West of 123 Street,Monday-Friday,8:00 AM,855,1066,,,1921
88 Avenue West of 123 Street,Monday-Friday,9:00 AM,756,995,,,1751
88 Avenue West of 123 Street,Monday-Friday,10:00 AM,749,911,,,1660
88 Avenue West of 123 Street,Monday-Friday,11:00 AM,934,1019,,,1953
88 Avenue West of 123 Street,Monday-Friday,12:00 PM,1042,1055,,,2097
88 Avenue West of 123 Street,Monday-Friday,1:00 PM,1089,1072,,,2161
88 Avenue West of 123 Street,Monday-Friday,2:00 PM,1227,1125,,,2352
88 Avenue West of 123 Street,Monday-Friday,3:00 PM,1276,1191,,,2467
88 Avenue West of 123 Street,Monday-Friday,4:00 PM,1222,1214,,,2436
88 Avenue West of 123 Street,Monday-Friday,5:00 PM,1203,1085,,,2288
88 Avenue West of 123 Street,Monday-Friday,6:00 PM,1144,940,,,2084
88 Avenue West of 123 Street,Monday-Friday,7:00 PM,935,806,,,1741
88 Avenue West of 123 Street,Monday-Friday,8:00 PM,777,666,,,1443
88 Avenue West of 123 Street,Monday-Friday,9:00 PM,668,588,,,1256
88 Avenue West of 123 Street,Monday-Friday,10:00 PM,551,447,,,998
88 Avenue West of 123 Street,Monday-Friday,11:00 PM,437,244,,,681
96 Avenue East of 130 Street,Monday-Friday,12:00 AM,126,114,,,240
96 Avenue East of 130 Street,Monday-Friday,1:00 AM,69,65,,,134
96 Avenue East of 130 Street,Monday-Friday,2:00 AM,45,51,,,96
96 Avenue East of 130 Street,Monday-Friday,3:00 AM,42,51,,,93
96 Avenue East of 130 Street,Monday-Friday,4:00 AM,82,90,,,172
96 Avenue East of 130 Street,Monday-Friday,5:00 AM,200,338,,,538
96 Avenue East of 130 Street,Monday-Friday,6:00 AM,516,500,,,1016
96 Avenue East of 130 Street,Monday-Friday,7:00 AM,752,701,,,1453
96 Avenue East of 130 Street,Monday-Friday,8:00 AM,811,797,,,1608
96 Avenue East of 130 Street,Monday-Friday,9:00 AM,622,613,,,1235
96 Avenue East of 130 Street,Monday-Friday,10:00 AM,630,619,,,1249
96 Avenue East of 130 Street,Monday-Friday,11:00 AM,691,710,,,1401
96 Avenue East of 130 Street,Monday-Friday,12:00 PM,741,743,,,1484
96 Avenue East of 130 Street,Monday-Friday,1:00 PM,750,738,,,1488
96 Avenue East of 130 Street,Monday-Friday,2:00 PM,893,874,,,1767
96 Avenue East of 130 Street,Monday-Friday,3:00 PM,1045,1016,,,2061
96 Avenue East of 130 Street,Monday-Friday,4:00 PM,1051,1078,,,2129
96 Avenue East of 130 Street,Monday-Friday,5:00 PM,1008,999,,,2007
96 Avenue East of 130 Street,Monday-Friday,6:00 PM,840,781,,,1621
96 Avenue East of 130 Street,Monday-Friday,7:00 PM,684,681,,,1365
96 Avenue East of 130 Street,Monday-Friday,8:00 PM,523,571,,,1094
96 Avenue East of 130 Street,Monday-Friday,9:00 PM,464,510,,,974
96 Avenue East of 130 Street,Monday-Friday,10:00 PM,350,355,,,705
96 Avenue East of 130 Street,Monday-Friday,11:00 PM,219,248,,,467
104 Avenue East of 157 Street,Monday-Friday,12:00 AM,94,78,,,172
104 Avenue East of 157 Street,Monday-Friday,1:00 AM,51,49,,,100
104 Avenue East of 157 Street,Monday-Friday,2:00 AM,36,32,,,68
104 Avenue East of 157 Street,Monday-Friday,3:00 AM,41,32,,,73
104 Avenue East of 157 Street,Monday-Friday,4:00 AM,78,58,,,136
104 Avenue East of 157 Street,Monday-Friday,5:00 AM,285,185,,,470
104 Avenue East of 157 Street,Monday-Friday,6:00 AM,487,372,,,859
104 Avenue East of 157 Street,Monday-Friday,7:00 AM,676,736,,,1412
104 Avenue East of 157 Street,Monday-Friday,8:00 AM,634,874,,,1508
104 Avenue East of 157 Street,Monday-Friday,9:00 AM,532,599,,,1131
104 Avenue East of 157 Street,Monday-Friday,10:00 AM,586,558,,,1144
104 Avenue East of 157 Street,Monday-Friday,11:00 AM,652,594,,,1246
104 Avenue East of 157 Street,Monday-Friday,12:00 PM,708,595,,,1303
104 Avenue East of 157 Street,Monday-Friday,1:00 PM,770,578,,,1348
104 Avenue East of 157 Street,Monday-Friday,2:00 PM,939,648,,,1587
104 Avenue East of 157 Street,Monday-Friday,3:00 PM,994,821,,,1815
104 Avenue East of 157 Street,Monday-Friday,4:00 PM,1162,816,,,1978
104 Avenue East of 157 Street,Monday-Friday,5:00 PM,1017,734,,,1751
104 Avenue East of 157 Street,Monday-Friday,6:00 PM,775,592,,,1367
104 Avenue East of 157 Street,Monday-Friday,7:00 PM,600,468,,,1068
104 Avenue East of 157 Street,Monday-Friday,8:00 PM,535,383,,,918
104 Avenue East of 157 Street,Monday-Friday,9:00 PM,468,348,,,816
104 Avenue East of 157 Street,Monday-Friday,10:00 PM,313,240,,,553
104 Avenue East of 157 Street,Monday-Friday,11:00 PM,188,169,,,357
152 Street South of 24 Avenue,Monday-Friday,12:00 AM,,,50,57,107
152 Street South of 24 Avenue,Monday-Friday,1:00 AM,,,31,34,65
152 Street South of 24 Avenue,Monday-Friday,2:00 AM,,,25,23,48
152 Street South of 24 Avenue,Monday-Friday,3:00 AM,,,21,18,39
152 Street South of 24 Avenue,Monday-Friday,4:00 AM,,,48,28,76
152 Street South of 24 Avenue,Monday-Friday,5:00 AM,,,161,86,247
152 Street South of 24 Avenue,Monday-Friday,6:00 AM,,,340,224,564
152 Street South of 24 Avenue,Monday-Friday,7:00 AM,,,554,435,989
152 Street South of 24 Avenue,Monday-Friday,8:00 AM,,,719,887,1606
152 Street South of 24 Avenue,Monday-Friday,9:00 AM,,,702,843,1545
152 Street South of 24 Avenue,Monday-Friday,10:00 AM,,,831,842,1673
152 Street South of 24 Avenue,Monday-Friday,11:00 AM,,,872,908,1780
152 Street South of 24 Avenue,Monday-Friday,12:00 PM,,,859,906,1765
152 Street South of 24 Avenue,Monday-Friday,1:00 PM,,,884,935,1819
152 Street South of 24 Avenue,Monday-Friday,2:00 PM,,,953,1047,2000
152 Street South of 24 Avenue,Monday-Friday,3:00 PM,,,956,1080,2036
152 Street South of 24 Avenue,Monday-Friday,4:00 PM,,,906,1106,2012
152 Street South of 24 Avenue,Monday-Friday,5:00 PM,,,837,1019,1856
152 Street South of 24 Avenue,Monday-Friday,6:00 PM,,,701,818,1519
152 Street South of 24 Avenue,Monday-Friday,7:00 PM,,,559,617,1176
152 Street South of 24 Avenue,Monday-Friday,8:00 PM,,,504,476,980
152 Street South of 24 Avenue,Monday-Friday,9:00 PM,,,390,354,744
152 Street South of 24 Avenue,Monday-Friday,10:00 PM,,,236,235,471
152 Street South of 24 Avenue,Monday-Friday,11:00 PM,,,132,138,270
152 Street South of 70 Avenue,Monday-Friday,12:00 AM,,,105,93,198
152 Street South of 70 Avenue,Monday-Friday,1:00 AM,,,59,52,111
152 Street South of 70 Avenue,Monday-Friday,2:00 AM,,,35,37,72
152 Street South of 70 Avenue,Monday-Friday,3:00 AM,,,34,59,93
152 Street South of 70 Avenue,Monday-Friday,4:00 AM,,,54,84,138
152 Street South of 70 Avenue,Monday-Friday,5:00 AM,,,190,253,443
152 Street South of 70 Avenue,Monday-Friday,6:00 AM,,,483,630,1113
152 Street South of 70 Avenue,Monday-Friday,7:00 AM,,,825,911,1736
152 Street South of 70 Avenue,Monday-Friday,8:00 AM,,,890,1030,1920
152 Street South of 70 Avenue,Monday-Friday,9:00 AM,,,677,796,1473
152 Street South of 70 Avenue,Monday-Friday,10:00 AM,,,657,749,1406
152 Street South of 70 Avenue,Monday-Friday,11:00 AM,,,717,796,1513
152 Street South of 70 Avenue,Monday-Friday,12:00 PM,,,739,813,1552
152 Street South of 70 Avenue,Monday-Friday,1:00 PM,,,761,851,1612
152 Street South of 70 Avenue,Monday-Friday,2:00 PM,,,880,975,1855
152 Street South of 70 Avenue,Monday-Friday,3:00 PM,,,1049,1122,2171
152 Street South of 70 Avenue,Monday-Friday,4:00 PM,,,1061,1158,2219
152 Street South of 70 Avenue,Monday-Friday,5:00 PM,,,1042,1166,2208
152 Street South of 70 Avenue,Monday-Friday,6:00 PM,,,885,999,1884
152 Street South of 70 Avenue,Monday-Friday,7:00 PM,,,718,794,1512
152 Street South of 70 Avenue,Monday-Friday,8:00 PM,,,651,636,1287
152 Street South of 70 Avenue,Monday-Friday,9:00 PM,,,581,549,1130
152 Street South of 70 Avenue,Monday-Friday,10:00 PM,,,373,360,733
152 Street South of 70 Avenue,Monday-Friday,11:00 PM,,,258,206,464
152 Street South of 99 Avenue,Monday-Friday,12:00 AM,,,118,154,272
152 Street South of 99 Avenue,Monday-Friday,1:00 AM,,,66,86,152
152 Street South of 99 Avenue,Monday-Friday,2:00 AM,,,44,62,106
152 Street South of 99 Avenue,Monday-Friday,3:00 AM,,,47,44,91
152 Street South of 99 Avenue,Monday-Friday,4:00 AM,,,94,54,148
152 Street South of 99 Avenue,Monday-Friday,5:00 AM,,,281,143,424
152 Street South of 99 Avenue,Monday-Friday,6:00 AM,,,648,409,1057
152 Street South of 99 Avenue,Monday-Friday,7:00 AM,,,989,733,1722
152 Street South of 99 Avenue,Monday-Friday,8:00 AM,,,1298,933,2231
152 Street South of 99 Avenue,Monday-Friday,9:00 AM,,,996,776,1772
152 Street South of 99 Avenue,Monday-Friday,10:00 AM,,,948,789,1737
152 Street South of 99 Avenue,Monday-Friday,11:00 AM,,,1087,954,2041
152 Street South of 99 Avenue,Monday-Friday,12:00 PM,,,1127,1085,2212
152 Street South of 99 Avenue,Monday-Friday,1:00 PM,,,1083,1150,2233
152 Street South of 99 Avenue,Monday-Friday,2:00 PM,,,1158,1304,2462
152 Street South of 99 Avenue,Monday-Friday,3:00 PM,,,1214,1460,2674
152 Street South of 99 Avenue,Monday-Friday,4:00 PM,,,1205,1576,2781
152 Street South of 99 Avenue,Monday-Friday,5:00 PM,,,1161,1522,2683
152 Street South of 99 Avenue,Monday-Friday,6:00 PM,,,1037,1271,2308
152 Street South of 99 Avenue,Monday-Friday,7:00 PM,,,856,985,1841
152 Street South of 99 Avenue,Monday-Friday,8:00 PM,,,686,867,1553
152 Street South of 99 Avenue,Monday-Friday,9:00 PM,,,600,825,1425
152 Street South of 99 Avenue,Monday-Friday,10:00 PM,,,414,490,904
152 Street South of 99 Avenue,Monday-Friday,11:00 PM,,,243,327,570
Fraser Highway East of 188 Street,Monday-Friday,12:00 AM,60,93,,,153
Fraser Highway East of 188 Street,Monday-Friday,1:00 AM,35,59,,,94
Fraser Highway East of 188 Street,Monday-Friday,2:00 AM,22,37,,,59
Fraser Highway East of 188 Street,Monday-Friday,3:00 AM,25,31,,,56
Fraser Highway East of 188 Street,Monday-Friday,4:00 AM,83,71,,,154
Fraser Highway East of 188 Street,Monday-Friday,5:00 AM,177,220,,,397
Fraser Highway East of 188 Street,Monday-Friday,6:00 AM,387,503,,,890
Fraser Highway East of 188 Street,Monday-Friday,7:00 AM,638,779,,,1417
Fraser Highway East of 188 Street,Monday-Friday,8:00 AM,787,596,,,1383
Fraser Highway East of 188 Street,Monday-Friday,9:00 AM,721,558,,,1279
Fraser Highway East of 188 Street,Monday-Friday,10:00 AM,730,633,,,1363
Fraser Highway East of 188 Street,Monday-Friday,11:00 AM,791,736,,,1527
Fraser Highway East of 188 Street,Monday-Friday,12:00 PM,777,788,,,1565
Fraser Highway East of 188 Street,Monday-Friday,1:00 PM,765,844,,,1609
Fraser Highway East of 188 Street,Monday-Friday,2:00 PM,809,935,,,1744
Fraser Highway East of 188 Street,Monday-Friday,3:00 PM,881,977,,,1858
Fraser Highway East of 188 Street,Monday-Friday,4:00 PM,932,1092,,,2024
Fraser Highway East of 188 Street,Monday-Friday,5:00 PM,887,1081,,,1968
Fraser Highway East of 188 Street,Monday-Friday,6:00 PM,717,814,,,1531
Fraser Highway East of 188 Street,Monday-Friday,7:00 PM,551,679,,,1230
Fraser Highway East of 188 Street,Monday-Friday,8:00 PM,400,611,,,1011
Fraser Highway East of 188 Street,Monday-Friday,9:00 PM,328,525,,,853
Fraser Highway East of 188 Street,Monday-Friday,10:00 PM,219,323,,,542
Fraser Highway East of 188 Street,Monday-Friday,11:00 PM,138,215,,,353
King George Boulevard North of 34 Avenue,Monday-Friday,12:00 AM,,,45,47,92
King George Boulevard North of 34 Avenue,Monday-Friday,1:00 AM,,,27,29,56
King George Boulevard North of 34 Avenue,Monday-Friday,2:00 AM,,,20,23,43
King George Boulevard North of 34 Avenue,Monday-Friday,3:00 AM,,,18,16,34
King George Boulevard North of 34 Avenue,Monday-Friday,4:00 AM,,,33,34,67
King George Boulevard North of 34 Avenue,Monday-Friday,5:00 AM,,,126,91,217
King George Boulevard North of 34 Avenue,Monday-Friday,6:00 AM,,,361,267,628
King George Boulevard North of 34 Avenue,Monday-Friday,7:00 AM,,,600,401,1001
King George Boulevard North of 34 Avenue,Monday-Friday,8:00 AM,,,573,572,1145
King George Boulevard North of 34 Avenue,Monday-Friday,9:00 AM,,,525,528,1053
King George Boulevard North of 34 Avenue,Monday-Friday,10:00 AM,,,544,556,1100
King George Boulevard North of 34 Avenue,Monday-Friday,11:00 AM,,,590,611,1201
King George Boulevard North of 34 Avenue,Monday-Friday,12:00 PM,,,594,632,1226
King George Boulevard North of 34 Avenue,Monday-Friday,1:00 PM,,,617,663,1280
King George Boulevard North of 34 Avenue,Monday-Friday,2:00 PM,,,658,744,1402
King George Boulevard North of 34 Avenue,Monday-Friday,3:00 PM,,,698,764,1462
King George Boulevard North of 34 Avenue,Monday-Friday,4:00 PM,,,680,809,1489
King George Boulevard North of 34 Avenue,Monday-Friday,5:00 PM,,,659,785,1444
King George Boulevard North of 34 Avenue,Monday-Friday,6:00 PM,,,527,594,1121
King George Boulevard North of 34 Avenue,Monday-Friday,7:00 PM,,,429,435,864
King George Boulevard North of 34 Avenue,Monday-Friday,8:00 PM,,,372,344,716
King George Boulevard North of 34 Avenue,Monday-Friday,9:00 PM,,,327,277,604
King George Boulevard North of 34 Avenue,Monday-Friday,10:00 PM,,,207,202,409
King George Boulevard North of 34 Avenue,Monday-Friday,11:00 PM,,,130,103,233
King George Boulevard South of 72 Avenue,Monday-Friday,12:00 AM,,,127,161,288
King George Boulevard South of 72 Avenue,Monday-Friday,1:00 AM,,,77,93,170
King George Boulevard South of 72 Avenue,Monday-Friday,2:00 AM,,,57,74,131
King George Boulevard South of 72 Avenue,Monday-Friday,3:00 AM,,,63,63,126
King George Boulevard South of 72 Avenue,Monday-Friday,4:00 AM,,,116,96,212
King George Boulevard South of 72 Avenue,Monday-Friday,5:00 AM,,,319,220,539
King George Boulevard South of 72 Avenue,Monday-Friday,6:00 AM,,,723,479,1202
King George Boulevard South of 72 Avenue,Monday-Friday,7:00 AM,,,1197,730,1927
King George Boulevard South of 72 Avenue,Monday-Friday,8:00 AM,,,1357,903,2260
King George Boulevard South of 72 Avenue,Monday-Friday,9:00 AM,,,1074,809,1883
King George Boulevard South of 72 Avenue,Monday-Friday,10:00 AM,,,1076,919,1995
King George Boulevard South of 72 Avenue,Monday-Friday,11:00 AM,,,1121,1109,2230
King George Boulevard South of 72 Avenue,Monday-Friday,12:00 PM,,,1102,1148,2250
King George Boulevard South of 72 Avenue,Monday-Friday,1:00 PM,,,1093,1222,2315
King George Boulevard South of 72 Avenue,Monday-Friday,2:00 PM,,,1136,1359,2495
King George Boulevard South of 72 Avenue,Monday-Friday,3:00 PM,,,1236,1433,2669
King George Boulevard South of 72 Avenue,Monday-Friday,4:00 PM,,,1165,1515,2680
King George Boulevard South of 72 Avenue,Monday-Friday,5:00 PM,,,1116,1448,2564
King George Boulevard South of 72 Avenue,Monday-Friday,6:00 PM,,,1014,1138,2152
King George Boulevard South of 72 Avenue,Monday-Friday,7:00 PM,,,838,957,1795
King George Boulevard South of 72 Avenue,Monday-Friday,8:00 PM,,,634,782,1416
King George Boulevard South of 72 Avenue,Monday-Friday,9:00 PM,,,531,661,1192
King George Boulevard South of 72 Avenue,Monday-Friday,10:00 PM,,,382,450,832
King George Boulevard South of 72 Avenue,Monday-Friday,11:00 PM,,,251,283,534
Pattullo Bridge,Monday-Friday,12:00 AM,,,506,330,836
Pattullo Bridge,Monday-Friday,1:00 AM,,,289,198,487
Pattullo Bridge,Monday-Friday,2:00 AM,,,215,133,348
Pattullo Bridge,Monday-Friday,3:00 AM,,,185,169,354
Pattullo Bridge,Monday-Friday,4:00 AM,,,253,435,688
Pattullo Bridge,Monday-Friday,5:00 AM,,,643,1696,2339
Pattullo Bridge,Monday-Friday,6:00 AM,,,1524,2957,4481
Pattullo Bridge,Monday-Friday,7:00 AM,,,2182,2614,4796
Pattullo Bridge,Monday-Friday,8:00 AM,,,2013,2551,4564
Pattullo Bridge,Monday-Friday,9:00 AM,,,1621,2154,3775
Pattullo Bridge,Monday-Friday,10:00 AM,,,1490,1857,3347
Pattullo Bridge,Monday-Friday,11:00 AM,,,1654,1875,3529
Pattullo Bridge,Monday-Friday,12:00 PM,,,1905,1968,3873
Pattullo Bridge,Monday-Friday,1:00 PM,,,1999,1952,3951
Pattullo Bridge,Monday-Friday,2:00 PM,,,2514,2242,4756
Pattullo Bridge,Monday-Friday,3:00 PM,,,2742,2542,5284
Pattullo Bridge,Monday-Friday,4:00 PM,,,2728,2464,5192
Pattullo Bridge,Monday-Friday,5:00 PM,,,2867,2459,5326
Pattullo Bridge,Monday-Friday,6:00 PM,,,2555,1965,4520
Pattullo Bridge,Monday-Friday,7:00 PM,,,1985,1481,3466
Pattullo Bridge,Monday-Friday,8:00 PM,,,1559,1151,2710
Pattullo Bridge,Monday-Friday,9:00 PM,,,1496,1141,2637
Pattullo Bridge,Monday-Friday,10:00 PM,,,1291,996,2287
Pattullo Bridge,Monday-Friday,11:00 PM,,,1043,635,1678
Scott Road North of 72 Avenue,Monday-Friday,12:00 AM,,,104,94,198
Scott Road North of 72 Avenue,Monday-Friday,1:00 AM,,,55,55,110
Scott Road North of 72 Avenue,Monday-Friday,2:00 AM,,,41,40,81
Scott Road North of 72 Avenue,Monday-Friday,3:00 AM,,,39,35,74
Scott Road North of 72 Avenue,Monday-Friday,4:00 AM,,,67,58,125
Scott Road North of 72 Avenue,Monday-Friday,5:00 AM,,,188,167,355
Scott Road North of 72 Avenue,Monday-Friday,6:00 AM,,,384,363,747
Scott Road North of 72 Avenue,Monday-Friday,7:00 AM,,,650,568,1218
Scott Road North of 72 Avenue,Monday-Friday,8:00 AM,,,956,715,1671
Scott Road North of 72 Avenue,Monday-Friday,9:00 AM,,,795,703,1498
Scott Road North of 72 Avenue,Monday-Friday,10:00 AM,,,841,783,1624
Scott Road North of 72 Avenue,Monday-Friday,11:00 AM,,,932,898,1830
Scott Road North of 72 Avenue,Monday-Friday,12:00 PM,,,968,951,1919
Scott Road North of 72 Avenue,Monday-Friday,1:00 PM,,,950,924,1874
Scott Road North of 72 Avenue,Monday-Friday,2:00 PM,,,1008,1022,2030
Scott Road North of 72 Avenue,Monday-Friday,3:00 PM,,,1102,1058,2160
Scott Road North of 72 Avenue,Monday-Friday,4:00 PM,,,1085,1079,2164
Scott Road North of 72 Avenue,Monday-Friday,5:00 PM,,,1050,1060,2110
Scott Road North of 72 Avenue,Monday-Friday,6:00 PM,,,953,949,1902
Scott Road North of 72 Avenue,Monday-Friday,7:00 PM,,,801,830,1631
Scott Road North of 72 Avenue,Monday-Friday,8:00 PM,,,661,702,1363
Scott Road North of 72 Avenue,Monday-Friday,9:00 PM,,,518,533,1051
Scott Road North of 72 Avenue,Monday-Friday,10:00 PM,,,341,365,706
Scott Road North of 72 Avenue,Monday-Friday,11:00 PM,,,200,208,408
