Intersection,Hourly_Average,Time,Eastbound,Westbound,Northbound,Southbound,Total
32 Avenue East of 192 Street,Monday-Friday,9:00 AM,149,222,,,371
32 Avenue East of 192 Street,Monday-Friday,10:00 AM,158,199,,,357
32 Avenue East of 192 Street,Monday-Friday,11:00 AM,178,195,,,373
32 Avenue East of 192 Street,Monday-Friday,12:00 PM,200,202,,,402
32 Avenue East of 192 Street,Monday-Friday,1:00 PM,202,207,,,409
32 Avenue East of 192 Street,Monday-Friday,2:00 PM,245,207,,,452
32 Avenue East of 192 Street,Monday-Friday,3:00 PM,303,229,,,532
32 Avenue East of 192 Street,Monday-Friday,4:00 PM,331,234,,,565
32 Avenue East of 192 Street,Monday-Friday,5:00 PM,309,207,,,516
32 Avenue East of 192 Street,Monday-Friday,6:00 PM,214,161,,,375
32 Avenue East of 192 Street,Monday-Friday,7:00 PM,140,115,,,255
32 Avenue East of 192 Street,Monday-Friday,8:00 PM,115,105,,,220
32 Avenue East of 192 Street,Monday-Friday,9:00 PM,105,85,,,190
32 Avenue East of 192 Street,Monday-Friday,10:00 PM,76,51,,,127
32 Avenue East of 192 Street,Monday-Friday,11:00 PM,48,31,,,79
72 Avenue West of 123 Street,Monday-Friday,12:00 AM,223,87,,,310
72 Avenue West of 123 Street,Monday-Friday,1:00 AM,110,54,,,164
72 Avenue West of 123 Street,Monday-Friday,2:00 AM,84,50,,,134
72 Avenue West of 123 Street,Monday-Friday,3:00 AM,61,90,,,151
72 Avenue West of 123 Street,Monday-Friday,4:00 AM,86,188,,,274
72 Avenue West of 123 Street,Monday-Friday,5:00 AM,146,600,,,746
72 Avenue West of 123 Street,Monday-Friday,6:00 AM,350,675,,,1025
72 Avenue West of 123 Street,Monday-Friday,7:00 AM,518,741,,,1259
72 Avenue West of 123 Street,Monday-Friday,8:00 AM,615,793,,,1408
72 Avenue West of 123 Street,Monday-Friday,9:00 AM,657,790,,,1447
72 Avenue West of 123 Street,Monday-Friday,10:00 AM,697,821,,,1518
72 Avenue West of 123 Street,Monday-Friday,11:00 AM,807,897,,,1704
72 Avenue West of 123 Street,Monday-Friday,12:00 PM,943,962,,,1905
72 Avenue West of 123 Street,Monday-Friday,1:00 PM,980,952,,,1932
72 Avenue West of 123 Street,Monday-Friday,2:00 PM,1049,956,,,2005
72 Avenue West of 123 Street,Monday-Friday,3:00 PM,1116,1056,,,2172
72 Avenue West of 123 Street,Monday-Friday,4:00 PM,1161,1059,,,2220
72 Avenue West of 123 Street,Monday-Friday,5:00 PM,1129,994,,,2123
72 Avenue West of 123 Street,Monday-Friday,6:00 PM,1096,949,,,2045
72 Avenue West of 123 Street,Monday-Friday,7:00 PM,898,811,,,1709
72 Avenue West of 123 Street,Monday-Friday,8:00 PM,751,641,,,1392
72 Avenue West of 123 Street,Monday-Friday,9:00 PM,689,542,,,1231
72 Avenue West of 123 Street,Monday-Friday,10:00 PM,511,382,,,893
72 Avenue West of 123 Street,Monday-Friday,11:00 PM,369,183,,,552
88 Avenue West of 123 Street,Monday-Friday,12:00 AM,248,115,,,363
88 Avenue West of 123 Street,Monday-Friday,1:00 AM,140,53,,,193
88 Avenue West of 123 Street,Monday-Friday,2:00 AM,71,63,,,134
88 Avenue West of 123 Street,Monday-Friday,3:00 AM,56,94,,,150
88 Avenue West of 123 Street,Monday-Friday,4:00 AM,85,221,,,306
88 Avenue West of 123 Street,Monday-Friday,5:00 AM,173,783,,,956
88 Avenue West of 123 Street,Monday-Friday,6:00 AM,473,899,,,1372
88 Avenue West of 123 Street,Monday-Friday,7:00 AM,758,952,,,1710
88 Avenue West of 123 Street,Monday-Friday,8:00 AM,816,1014,,,1830
88 Avenue West of 123 Street,Monday-Friday,9:00 AM,701,926,,,1627
88 Avenue West of 123 Street,Monday-Friday,10:00 AM,750,904,,,1654
88 Avenue West of 123 Street,Monday-Friday,11:00 AM,888,965,,,1853
88 Avenue West of 123 Street,Monday-Friday,12:00 PM,980,1015,,,1995
88 Avenue West of 123 Street,Monday-Friday,1:00 PM,1025,998,,,2023
88 Avenue West of 123 Street,Monday-Friday,2:00 PM,1182,1107,,,2289
88 Avenue West of 123 Street,Monday-Friday,3:00 PM,1162,1117,,,2279
88 Avenue West of 123 Street,Monday-Friday,4:00 PM,1174,1173,,,2347
88 Avenue West of 123 Street,Monday-Friday,5:00 PM,1166,1066,,,2232
88 Avenue West of 123 Street,Monday-Friday,6:00 PM,1089,936,,,2025
88 Avenue West of 123 Street,Monday-Friday,7:00 PM,916,797,,,1713
88 Avenue West of 123 Street,Monday-Friday,8:00 PM,736,653,,,1389
88 Avenue West of 123 Street,Monday-Friday,9:00 PM,660,579,,,1239
88 Avenue West of 123 Street,Monday-Friday,10:00 PM,567,469,,,1036
88 Avenue West of 123 Street,Monday-Friday,11:00 PM,464,262,,,726
96 Avenue East of 130 Street,Monday-Friday,12:00 AM,129,113,,,242
96 Avenue East of 130 Street,Monday-Friday,1:00 AM,73,69,,,142
96 Avenue East of 130 Street,Monday-Friday,2:00 AM,45,51,,,96
96 Avenue East of 130 Street,Monday-Friday,3:00 AM,42,51,,,93
96 Avenue East of 130 Street,Monday-Friday,4:00 AM,85,88,,,173
96 Avenue East of 130 Street,Monday-Friday,5:00 AM,209,354,,,563
96 Avenue East of 130 Street,Monday-Friday,6:00 AM,553,518,,,1071
96 Avenue East of 130 Street,Monday-Friday,7:00 AM,737,724,,,1461
96 Avenue East of 130 Street,Monday-Friday,8:00 AM,772,735,,,1507
96 Avenue East of 130 Street,Monday-Friday,9:00 AM,633,618,,,1251
96 Avenue East of 130 Street,Monday-Friday,10:00 AM,629,627,,,1256
96 Avenue East of 130 Street,Monday-Friday,11:00 AM,674,707,,,1381
96 Avenue East of 130 Street,Monday-Friday,12:00 PM,747,750,,,1497
96 Avenue East of 130 Street,Monday-Friday,1:00 PM,766,762,,,1528
96 Avenue East of 130 Street,Monday-Friday,2:00 PM,875,862,,,1737
96 Avenue East of 130 Street,Monday-Friday,3:00 PM,1014,1006,,,2020
96 Avenue East of 130 Street,Monday-Friday,4:00 PM,1064,1086,,,2150
96 Avenue East of 130 Street,Monday-Friday,5:00 PM,1021,1021,,,2042
96 Avenue East of 130 Street,Monday-Friday,6:00 PM,876,822,,,1698
96 Avenue East of 130 Street,Monday-Friday,7:00 PM,704,695,,,1399
96 Avenue East of 130 Street,Monday-Friday,8:00 PM,533,588,,,1121
96 Avenue East of 130 Street,Monday-Friday,9:00 PM,476,518,,,994
96 Avenue East of 130 Street,Monday-Friday,10:00 PM,364,368,,,732
96 Avenue East of 130 Street,Monday-Friday,11:00 PM,227,250,,,477
104 Avenue East of 157 Street,Monday-Friday,12:00 AM,99,85,,,184
104 Avenue East of 157 Street,Monday-Friday,1:00 AM,52,53,,,105
104 Avenue East of 157 Street,Monday-Friday,2:00 AM,37,33,,,70
104 Avenue East of 157 Street,Monday-Friday,3:00 AM,40,33,,,73
104 Avenue East of 157 Street,Monday-Friday,4:00 AM,83,59,,,142
104 Avenue East of 157 Street,Monday-Friday,5:00 AM,306,186,,,492
104 Avenue East of 157 Street,Monday-Friday,6:00 AM,515,391,,,906
104 Avenue East of 157 Street,Monday-Friday,7:00 AM,686,746,,,1432
104 Avenue East of 157 Street,Monday-Friday,8:00 AM,619,879,,,1498
104 Avenue East of 157 Street,Monday-Friday,9:00 AM,544,621,,,1165
104 Avenue East of 157 Street,Monday-Friday,10:00 AM,589,570,,,1159
104 Avenue East of 157 Street,Monday-Friday,11:00 AM,662,605,,,1267
104 Avenue East of 157 Street,Monday-Friday,12:00 PM,728,622,,,1350
104 Avenue East of 157 Street,Monday-Friday,1:00 PM,760,600,,,1360
104 Avenue East of 157 Street,Monday-Friday,2:00 PM,889,648,,,1537
104 Avenue East of 157 Street,Monday-Friday,3:00 PM,1023,831,,,1854
104 Avenue East of 157 Street,Monday-Friday,4:00 PM,1195,854,,,2049
104 Avenue East of 157 Street,Monday-Friday,5:00 PM,1094,777,,,1871
104 Avenue East of 157 Street,Monday-Friday,6:00 PM,789,604,,,1393
104 Avenue East of 157 Street,Monday-Friday,7:00 PM,594,465,,,1059
104 Avenue East of 157 Street,Monday-Friday,8:00 PM,544,388,,,932
104 Avenue East of 157 Street,Monday-Friday,9:00 PM,498,365,,,863
104 Avenue East of 157 Street,Monday-Friday,10:00 PM,315,260,,,575
104 Avenue East of 157 Street,Monday-Friday,11:00 PM,203,177,,,380
152 Street South of 24 Avenue,Monday-Friday,12:00 AM,,,55,62,117
152 Street South of 24 Avenue,Monday-Friday,1:00 AM,,,33,34,67
152 Street South of 24 Avenue,Monday-Friday,2:00 AM,,,26,24,50
152 Street South of 24 Avenue,Monday-Friday,3:00 AM,,,23,18,41
152 Street South of 24 Avenue,Monday-Friday,4:00 AM,,,47,29,76
152 Street South of 24 Avenue,Monday-Friday,5:00 AM,,,162,84,246
152 Street South of 24 Avenue,Monday-Friday,6:00 AM,,,360,234,594
152 Street South of 24 Avenue,Monday-Friday,7:00 AM,,,531,443,974
152 Street South of 24 Avenue,Monday-Friday,8:00 AM,,,655,816,1471
152 Street South of 24 Avenue,Monday-Friday,9:00 AM,,,706,842,1548
152 Street South of 24 Avenue,Monday-Friday,10:00 AM,,,821,854,1675
152 Street South of 24 Avenue,Monday-Friday,11:00 AM,,,886,924,1810
152 Street South of 24 Avenue,Monday-Friday,12:00 PM,,,881,940,1821
152 Street South of 24 Avenue,Monday-Friday,1:00 PM,,,891,962,1853
152 Street South of 24 Avenue,Monday-Friday,2:00 PM,,,958,1033,1991
152 Street South of 24 Avenue,Monday-Friday,3:00 PM,,,949,1080,2029
152 Street South of 24 Avenue,Monday-Friday,4:00 PM,,,913,1096,2009
152 Street South of 24 Avenue,Monday-Friday,5:00 PM,,,829,1006,1835
152 Street South of 24 Avenue,Monday-Friday,6:00 PM,,,690,808,1498
152 Street South of 24 Avenue,Monday-Friday,7:00 PM,,,557,635,1192
152 Street South of 24 Avenue,Monday-Friday,8:00 PM,,,501,478,979
152 Street South of 24 Avenue,Monday-Friday,9:00 PM,,,396,371,767
152 Street South of 24 Avenue,Monday-Friday,10:00 PM,,,256,253,509
152 Street South of 24 Avenue,Monday-Friday,11:00 PM,,,148,140,288
152 Street South of 70 Avenue,Monday-Friday,12:00 AM,,,118,114,232
152 Street South of 70 Avenue,Monday-Friday,1:00 AM,,,59,55,114
152 Street South of 70 Avenue,Monday-Friday,2:00 AM,,,37,39,76
152 Street South of 70 Avenue,Monday-Friday,3:00 AM,,,34,45,79
152 Street South of 70 Avenue,Monday-Friday,4:00 AM,,,56,86,142
152 Street South of 70 Avenue,Monday-Friday,5:00 AM,,,201,271,472
152 Street South of 70 Avenue,Monday-Friday,6:00 AM,,,527,656,1183
152 Street South of 70 Avenue,Monday-Friday,7:00 AM,,,839,901,1740
152 Street South of 70 Avenue,Monday-Friday,8:00 AM,,,906,998,1904
152 Street South of 70 Avenue,Monday-Friday,9:00 AM,,,731,822,1553
152 Street South of 70 Avenue,Monday-Friday,10:00 AM,,,711,776,1487
152 Street South of 70 Avenue,Monday-Friday,11:00 AM,,,780,836,1616
152 Street South of 70 Avenue,Monday-Friday,12:00 PM,,,808,825,1633
152 Street South of 70 Avenue,Monday-Friday,1:00 PM,,,811,882,1693
152 Street South of 70 Avenue,Monday-Friday,2:00 PM,,,930,998,1928
152 Street South of 70 Avenue,Monday-Friday,3:00 PM,,,1083,1061,2144
152 Street South of 70 Avenue,Monday-Friday,4:00 PM,,,1131,1137,2268
152 Street South of 70 Avenue,Monday-Friday,5:00 PM,,,1185,1166,2351
152 Street South of 70 Avenue,Monday-Friday,6:00 PM,,,960,1015,1975
152 Street South of 70 Avenue,Monday-Friday,7:00 PM,,,759,800,1559
152 Street South of 70 Avenue,Monday-Friday,8:00 PM,,,691,661,1352
152 Street South of 70 Avenue,Monday-Friday,9:00 PM,,,603,588,1191
152 Street South of 70 Avenue,Monday-Friday,10:00 PM,,,439,395,834
152 Street South of 70 Avenue,Monday-Friday,11:00 PM,,,282,227,509
152 Street South of 99 Avenue,Monday-Friday,12:00 AM,,,127,166,293
152 Street South of 99 Avenue,Monday-Friday,1:00 AM,,,61,91,152
152 Street South of 99 Avenue,Monday-Friday,2:00 AM,,,50,63,113
152 Street South of 99 Avenue,Monday-Friday,3:00 AM,,,41,42,83
152 Street South of 99 Avenue,Monday-Friday,4:00 AM,,,89,54,143
152 Street South of 99 Avenue,Monday-Friday,5:00 AM,,,280,152,432
152 Street South of 99 Avenue,Monday-Friday,6:00 AM,,,673,397,1070
152 Street South of 99 Avenue,Monday-Friday,7:00 AM,,,980,710,1690
152 Street South of 99 Avenue,Monday-Friday,8:00 AM,,,1226,872,2098
152 Street South of 99 Avenue,Monday-Friday,9:00 AM,,,1006,767,1773
152 Street South of 99 Avenue,Monday-Friday,10:00 AM,,,993,828,1821
152 Street South of 99 Avenue,Monday-Friday,11:00 AM,,,1068,939,2007
152 Street South of 99 Avenue,Monday-Friday,12:00 PM,,,1105,1064,2169
152 Street South of 99 Avenue,Monday-Friday,1:00 PM,,,1075,1141,2216
152 Street South of 99 Avenue,Monday-Friday,2:00 PM,,,1074,1234,2308
152 Street South of 99 Avenue,Monday-Friday,3:00 PM,,,1186,1483,2669
152 Street South of 99 Avenue,Monday-Friday,4:00 PM,,,1179,1575,2754
152 Street South of 99 Avenue,Monday-Friday,5:00 PM,,,1165,1540,2705
152 Street South of 99 Avenue,Monday-Friday,6:00 PM,,,1037,1243,2280
152 Street South of 99 Avenue,Monday-Friday,7:00 PM,,,843,1026,1869
152 Street South of 99 Avenue,Monday-Friday,8:00 PM,,,669,886,1555
152 Street South of 99 Avenue,Monday-Friday,9:00 PM,,,588,845,1433
152 Street South of 99 Avenue,Monday-Friday,10:00 PM,,,422,489,911
152 Street South of 99 Avenue,Monday-Friday,11:00 PM,,,255,348,603
Fraser Highway East of 188 Street,Monday-Friday,12:00 AM,62,88,,,150
Fraser Highway East of 188 Street,Monday-Friday,1:00 AM,33,46,,,79
Fraser Highway East of 188 Street,Monday-Friday,2:00 AM,23,34,,,57
Fraser Highway East of 188 Street,Monday-Friday,3:00 AM,28,31,,,59
Fraser Highway East of 188 Street,Monday-Friday,4:00 AM,87,69,,,156
Fraser Highway East of 188 Street,Monday-Friday,5:00 AM,190,224,,,414
Fraser Highway East of 188 Street,Monday-Friday,6:00 AM,435,525,,,960
Fraser Highway East of 188 Street,Monday-Friday,7:00 AM,662,717,,,1379
Fraser Highway East of 188 Street,Monday-Friday,8:00 AM,774,559,,,1333
Fraser Highway East of 188 Street,Monday-Friday,9:00 AM,722,534,,,1256
Fraser Highway East of 188 Street,Monday-Friday,10:00 AM,749,606,,,1355
Fraser Highway East of 188 Street,Monday-Friday,11:00 AM,787,698,,,1485
Fraser Highway East of 188 Street,Monday-Friday,12:00 PM,795,742,,,1537
Fraser Highway East of 188 Street,Monday-Friday,1:00 PM,786,772,,,1558
Fraser Highway East of 188 Street,Monday-Friday,2:00 PM,809,846,,,1655
Fraser Highway East of 188 Street,Monday-Friday,3:00 PM,903,926,,,1829
Fraser Highway East of 188 Street,Monday-Friday,4:00 PM,974,1004,,,1978
Fraser Highway East of 188 Street,Monday-Friday,5:00 PM,896,1015,,,1911
Fraser Highway East of 188 Street,Monday-Friday,6:00 PM,718,781,,,1499
Fraser Highway East of 188 Street,Monday-Friday,7:00 PM,567,628,,,1195
Fraser Highway East of 188 Street,Monday-Friday,8:00 PM,402,576,,,978
Fraser Highway East of 188 Street,Monday-Friday,9:00 PM,345,502,,,847
Fraser Highway East of 188 Street,Monday-Friday,10:00 PM,231,311,,,542
Fraser Highway East of 188 Street,Monday-Friday,11:00 PM,132,206,,,338
King George Boulevard North of 34 Avenue,Monday-Friday,12:00 AM,,,51,51,102
King George Boulevard North of 34 Avenue,Monday-Friday,1:00 AM,,,27,30,57
King George Boulevard North of 34 Avenue,Monday-Friday,2:00 AM,,,20,23,43
King George Boulevard North of 34 Avenue,Monday-Friday,3:00 AM,,,18,18,36
King George Boulevard North of 34 Avenue,Monday-Friday,4:00 AM,,,33,33,66
King George Boulevard North of 34 Avenue,Monday-Friday,5:00 AM,,,132,96,228
King George Boulevard North of 34 Avenue,Monday-Friday,6:00 AM,,,377,277,654
King George Boulevard North of 34 Avenue,Monday-Friday,7:00 AM,,,585,396,981
King George Boulevard North of 34 Avenue,Monday-Friday,8:00 AM,,,557,541,1098
King George Boulevard North of 34 Avenue,Monday-Friday,9:00 AM,,,529,517,1046
King George Boulevard North of 34 Avenue,Monday-Friday,10:00 AM,,,547,547,1094
King George Boulevard North of 34 Avenue,Monday-Friday,11:00 AM,,,591,607,1198
King George Boulevard North of 34 Avenue,Monday-Friday,12:00 PM,,,601,640,1241
King George Boulevard North of 34 Avenue,Monday-Friday,1:00 PM,,,620,654,1274
King George Boulevard North of 34 Avenue,Monday-Friday,2:00 PM,,,639,715,1354
King George Boulevard North of 34 Avenue,Monday-Friday,3:00 PM,,,703,756,1459
King George Boulevard North of 34 Avenue,Monday-Friday,4:00 PM,,,682,801,1483
King George Boulevard North of 34 Avenue,Monday-Friday,5:00 PM,,,655,791,1446
King George Boulevard North of 34 Avenue,Monday-Friday,6:00 PM,,,541,591,1132
King George Boulevard North of 34 Avenue,Monday-Friday,7:00 PM,,,432,444,876
King George Boulevard North of 34 Avenue,Monday-Friday,8:00 PM,,,388,356,744
King George Boulevard North of 34 Avenue,Monday-Friday,9:00 PM,,,330,290,620
King George Boulevard North of 34 Avenue,Monday-Friday,10:00 PM,,,227,227,454
King George Boulevard North of 34 Avenue,Monday-Friday,11:00 PM,,,141,112,253
King George Boulevard South of 72 Avenue,Monday-Friday,12:00 AM,,,136,165,301
King George Boulevard South of 72 Avenue,Monday-Friday,1:00 AM,,,89,104,193
King George Boulevard South of 72 Avenue,Monday-Friday,2:00 AM,,,63,75,138
King George Boulevard South of 72 Avenue,Monday-Friday,3:00 AM,,,69,69,138
King George Boulevard South of 72 Avenue,Monday-Friday,4:00 AM,,,116,99,215
King George Boulevard South of 72 Avenue,Monday-Friday,5:00 AM,,,336,225,561
King George Boulevard South of 72 Avenue,Monday-Friday,6:00 AM,,,782,523,1305
King George Boulevard South of 72 Avenue,Monday-Friday,7:00 AM,,,1228,737,1965
King George Boulevard South of 72 Avenue,Monday-Friday,8:00 AM,,,1332,864,2196
King George Boulevard South of 72 Avenue,Monday-Friday,9:00 AM,,,1102,841,1943
King George Boulevard South of 72 Avenue,Monday-Friday,10:00 AM,,,1137,980,2117
King George Boulevard South of 72 Avenue,Monday-Friday,11:00 AM,,,1121,1106,2227
King George Boulevard South of 72 Avenue,Monday-Friday,12:00 PM,,,1162,1198,2360
King George Boulevard South of 72 Avenue,Monday-Friday,1:00 PM,,,1158,1250,2408
King George Boulevard South of 72 Avenue,Monday-Friday,2:00 PM,,,1179,1358,2537
King George Boulevard South of 72 Avenue,Monday-Friday,3:00 PM,,,1206,1403,2609
King George Boulevard South of 72 Avenue,Monday-Friday,4:00 PM,,,1207,1570,2777
King George Boulevard South of 72 Avenue,Monday-Friday,5:00 PM,,,1156,1500,2656
King George Boulevard South of 72 Avenue,Monday-Friday,6:00 PM,,,1060,1182,2242
King George Boulevard South of 72 Avenue,Monday-Friday,7:00 PM,,,851,1007,1858
King George Boulevard South of 72 Avenue,Monday-Friday,8:00 PM,,,664,836,1500
King George Boulevard South of 72 Avenue,Monday-Friday,9:00 PM,,,562,677,1239
King George Boulevard South of 72 Avenue,Monday-Friday,10:00 PM,,,436,488,924
King George Boulevard South of 72 Avenue,Monday-Friday,11:00 PM,,,276,314,590
Pattullo Bridge,Monday-Friday,12:00 AM,,,470,311,781
Pattullo Bridge,Monday-Friday,1:00 AM,,,298,189,487
Pattullo Bridge,Monday-Friday,2:00 AM,,,197,130,327
Pattullo Bridge,Monday-Friday,3:00 AM,,,175,172,347
Pattullo Bridge,Monday-Friday,4:00 AM,,,247,426,673
Pattullo Bridge,Monday-Friday,5:00 AM,,,645,1693,2338
Pattullo Bridge,Monday-Friday,6:00 AM,,,1506,2920,4426
Pattullo Bridge,Monday-Friday,7:00 AM,,,2134,2662,4796
Pattullo Bridge,Monday-Friday,8:00 AM,,,1976,2493,4469
Pattullo Bridge,Monday-Friday,9:00 AM,,,1626,2279,3905
Pattullo Bridge,Monday-Friday,10:00 AM,,,1546,1950,3496
Pattullo Bridge,Monday-Friday,11:00 AM,,,1668,1911,3579
Pattullo Bridge,Monday-Friday,12:00 PM,,,1846,1939,3785
Pattullo Bridge,Monday-Friday,1:00 PM,,,1913,1935,3848
Pattullo Bridge,Monday-Friday,2:00 PM,,,2297,2022,4319
Pattullo Bridge,Monday-Friday,3:00 PM,,,2725,2455,5180
Pattullo Bridge,Monday-Friday,4:00 PM,,,2908,2596,5504
Pattullo Bridge,Monday-Friday,5:00 PM,,,2774,2380,5154
Pattullo Bridge,Monday-Friday,6:00 PM,,,2490,1940,4430
Pattullo Bridge,Monday-Friday,7:00 PM,,,1899,1444,3343
Pattullo Bridge,Monday-Friday,8:00 PM,,,1539,1149,2688
Pattullo Bridge,Monday-Friday,9:00 PM,,,1510,1164,2674
Pattullo Bridge,Monday-Friday,10:00 PM,,,1204,967,2171
Pattullo Bridge,Monday-Friday,11:00 PM,,,891,581,1472
Scott Road North of 72 Avenue,Monday-Friday,12:00 AM,,,109,94,203
Scott Road North of 72 Avenue,Monday-Friday,1:00 AM,,,58,55,113
Scott Road North of 72 Avenue,Monday-Friday,2:00 AM,,,40,41,81
Scott Road North of 72 Avenue,Monday-Friday,3:00 AM,,,40,37,77
Scott Road North of 72 Avenue,Monday-Friday,4:00 AM,,,68,58,126
Scott Road North of 72 Avenue,Monday-Friday,5:00 AM,,,177,181,358
Scott Road North of 72 Avenue,Monday-Friday,6:00 AM,,,391,360,751
Scott Road North of 72 Avenue,Monday-Friday,7:00 AM,,,640,567,1207
Scott Road North of 72 Avenue,Monday-Friday,8:00 AM,,,912,689,1601
Scott Road North of 72 Avenue,Monday-Friday,9:00 AM,,,759,673,1432
Scott Road North of 72 Avenue,Monday-Friday,10:00 AM,,,802,743,1545
Scott Road North of 72 Avenue,Monday-Friday,11:00 AM,,,896,863,1759
Scott Road North of 72 Avenue,Monday-Friday,12:00 PM,,,932,921,1853
Scott Road North of 72 Avenue,Monday-Friday,1:00 PM,,,935,946,1881
Scott Road North of 72 Avenue,Monday-Friday,2:00 PM,,,942,963,1905
Scott Road North of 72 Avenue,Monday-Friday,3:00 PM,,,1046,1024,2070
Scott Road North of 72 Avenue,Monday-Friday,4:00 PM,,,1055,1060,2115
Scott Road North of 72 Avenue,Monday-Friday,5:00 PM,,,1035,1047,2082
Scott Road North of 72 Avenue,Monday-Friday,6:00 PM,,,937,951,1888
Scott Road North of 72 Avenue,Monday-Friday,7:00 PM,,,808,833,1641
Scott Road North of 72 Avenue,Monday-Friday,8:00 PM,,,676,715,1391
Scott Road North of 72 Avenue,Monday-Friday,9:00 PM,,,542,560,1102
Scott Road North of 72 Avenue,Monday-Friday,10:00 PM,,,369,378,747
Scott Road North of 72 Avenue,Monday-Friday,11:00 PM,,,210,206,416
