SIGN_TYPE,SIGN_TYPE2,FACILITYID,DESCRIPTION,LEGACYID,SIGN_MESSAGE,SIGN_POST_TYPE,PARK_ENTRANCE,SIGN_SIZE,ROAD_NAME,ADDRESS,SIGN_INVENTORY_NO,PLATE_NO,ROAD_TYPE,DIRECTION_FACING,SIDE_OF_ROAD,PLATE_TYPE_CODE,POST_TYPE_CODE,INSTALLED_BY,DATE_INSTALLED,TAB1_CODE,TAB2_CODE,WORK_ORDER,PLATE_DESCRIPTION,POST_TYPE_DESCRIPTION,TAB1_DESCRIPTION,TAB2_DESCRIPTION,PASS_REFLECTIVITY,DISPLACEMENT_ROADCODE,DISPLACEMENT_DISTANCE,DISPLACEMENT_DIRECTION,DISPLACEMENT_ADDRESS,PSEUDO_ADDRESS,ADDRESS_OVERRIDE,DATE_TESTED,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,HOUSE_NO,ROAD_CODE,MAP_PAGE,STATUS_PARKS,STATUS_DATE,PARK_OWNERSHIP,MAINTENANCE_RESPONSIBILITY,OPERATIONAL_RESPONSIBILITY,WORK_ASSIGNMENT,INSERVICE_COST,YRS_LIFE_EXPECTANCY,WARRANTY_PROVIDER,VENDOR,MAKE,MODEL,SERIAL_NO,BARCODE,PARK_LEGACY_ID,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,STRUCTURES_INSPECTION_ROUTE,GIS_ENTRY_STAGE,WARRANTYDATE,CONDITION,CONDITIONDATE,YTD_COST,LIFECYCLE_COST,CRE_DATE,MOD_DATE,Latitude,Longitude
0,,1001141717,,,,,,,,,,,,,,RB12,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.171664,-122.690569
0,,1001141719,,,,,,,,,,,,,,RB12,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.171818,-122.690735
0,,1001141720,,,,,,,,,,,,,,RB12,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.171833,-122.690727
0,,1001143111,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,7806-0185-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.189151,-122.895006
0,,1001143112,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,7806-0185-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.189500,-122.894577
0,,1001143113,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,7806-0185-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.189579,-122.894733
0,,1001143114,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,7806-0185-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.189906,-122.894335
0,,1001143116,,,,,,,,,,,,,,RB58R,,,,,,,,,,,,,,,,,,,In Service,7806-0185-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.190153,-122.894048
0,,1001143117,,,,,,,,,,,,,,RB58B,,,,,,,,,,,,,,,,,,,In Service,7806-0185-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.190334,-122.893875
0,,1001143118,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,7806-0185-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.190202,-122.893723
0,,1001143143,,,,,,,,,,,,,,ID31,,,,,,,,,,,,,,,,,,,In Service,7805-0365-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.031355,-122.848176
0,,1001143144,,,,,,,,,,,,,,WA1022,,,,,,,,,,,,,,,,,,,In Service,7805-0365-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091209,20091209,49.031355,-122.848176
0,,1001155125,,,,,,,,,,,,,,ID31,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.160416,-122.856698
0,,1001155126,,,,,,,,,,,,,,RB55R,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.160711,-122.856786
0,,1001155127,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.160917,-122.857031
0,,1001155131,,,,,,,,,,,,,,RB1*60,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.161396,-122.857029
0,,1001155133,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.161603,-122.857009
0,,1001155135,,,,,,,,,,,,,,RB61S,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.161592,-122.856795
0,,1001155136,,,,,,,,,,,,,,RB61S,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.161592,-122.856795
0,,1001155138,,,,,,,,,,,,,,RB58R,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.161882,-122.857032
0,,1001155139,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.161962,-122.856763
0,,1001155140,,,,,,,,,,,,,,RB58L,,,,,,,,,,,,,,,,,,,In Service,1708-2070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100413,20100413,49.162355,-122.857021
0,,1001146791,,,,,,,,,,,,,,RB41R,,,,,,,,,,,,,,,,,,,In Service,1708-3060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100115,20100413,49.142605,-122.845629
0,,1001146792,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1708-3060-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100115,20100413,49.142531,-122.845683
0,,1001146806,,,,,,,,,,,,,,WA33RT,,,,,,,,,,,,,,,,,,,In Service,1708-3070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100115,20100413,49.119039,-122.766837
0,,1001146807,,,,,,,,,,,,,,WA33RT,,,,,,,,,,,,,,,,,,,In Service,1708-3070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100115,20100413,49.119030,-122.764898
0,,1001146808,,,,,,,,,,,,,,WA33RT,,,,,,,,,,,,,,,,,,,In Service,1708-3070-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100115,20100413,49.119030,-122.764898
0,,1001151683,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.046559,-122.794741
0,,1001151698,,,,,,,,,,,,,,RB2,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.045463,-122.793036
0,,1001141807,,,,,,,,,,,,,,RB51L,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.176888,-122.688315
0,,1001141803,,,,,,,,,,,,,,RB25,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.176985,-122.688886
0,,1001141804,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.176985,-122.688886
0,,1001141805,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.177093,-122.688757
0,,1001141810,,,,,,,,,,,,,,RB51R,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.177068,-122.687687
0,,1001142614,,,,,,,,,,,,,,RB41R,,,,,,,,,,,,,,,,,,,In Service,1706-2000-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091204,20091204,49.038264,-122.867310
0,,1001142636,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091204,20091204,49.108395,-122.867697
0,,1001142611,,,,,,,,,,,,,,WC47,,,,,,,,,,,,,,,,,,,In Service,1706-2000-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091204,20091204,49.037883,-122.867388
0,,1001142610,,,,,,,,,,,,,,RB92,,,,,,,,,,,,,,,,,,,In Service,1706-2000-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091204,20091204,49.037602,-122.867396
0,,1001142607,,,,,,,,,,,,,,WC47,,,,,,,,,,,,,,,,,,,In Service,1706-2000-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091204,20091204,49.033750,-122.867608
0,,1001142613,,,,,,,,,,,,,,RB11S1,,,,,,,,,,,,,,,,,,,In Service,1706-2000-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091204,20091204,49.038264,-122.867310
0,,1001142608,,,,,,,,,,,,,,WC47S,,,,,,,,,,,,,,,,,,,In Service,1706-2000-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091204,20091204,49.033750,-122.867608
0,,1001142612,,,,,,,,,,,,,,WC47S,,,,,,,,,,,,,,,,,,,In Service,1706-2000-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091204,20091204,49.037883,-122.867388
,,1001145787,,,,,,,,,1008437,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Sandell Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.164723,-122.867879
,,1001145788,,,,,,,,,3007706,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.146587,-122.868135
,,1001145790,,,,,,,,,3007707,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.127763,-122.867933
,,1001145792,,,,,,,,,5008712,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Stevenson Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.052241,-122.867817
,,1001145793,,,,,,,,,5002967,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.051725,-122.867829
,,1001145794,,,,,,,,,5008112,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Stevenson Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.033846,-122.867352
,,1001145795,,,,,,,,,3007724,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Roebuck Road,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.112915,-122.856461
,,1001145796,,,,,,,,,3007703,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.117314,-122.856667
0,,1001159208,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,7805-0154-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100511,20100511,49.117016,-122.830146
0,,1001159211,,,,,,,,,,,,,,WA1022,,,,,,,,,,,,,,,,,,,In Service,7805-0154-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100511,20100511,49.115536,-122.830241
0,,1001159204,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,7805-0154-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100511,20100511,49.115530,-122.830668
0,,1001159205,,,,,,,,,,,,,,RB51B,,,,,,,,,,,,,,,,,,,In Service,7805-0154-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100511,20100511,49.116128,-122.829350
,,1001145841,,,,,,,,,2014907,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,Welcome to Tynehead Community Backtoback signs in BLUE,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,20090604,49.176471,-122.756351
,,1001145843,,,,,,,,,3014489,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.166475,-122.756818
,,1001145844,,,,,,,,,2009458,,,NB,,,,,,,,,Heritage Marker,,,,,,,,,,,,,,,,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,,,49.166095,-122.756391
0,,1001141721,,,,,,,,,,,,,,RB12,,,,,,,,,,,,,,,,,,,In Service,1R05,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091127,20091127,49.171857,-122.690484
0,,1001145646,,,,,,,138 St,,,,,South Bound,,WA8,,,,,,,,,,,,,,,,,,,Proposed,7807-0211-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100111,20100111,49.108882,-122.839136
0,,1001146129,,,,,,,146 St,5660 146,,,,,,RB51B,,,,,,,,,,,,,,,,,,,Proposed,7807-0234-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100112,20100112,49.105736,-122.817735
0,,1001146130,,,,,,,146 St,5652 146,,,,,,RB51B,,,,,,,,,,,,,,,,,,,Proposed,7807-0234-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100112,20100112,49.105453,-122.817724
0,,1001146723,,,,,,,81 Ave,,,,,North Bound,,WA1022,,,,,,,,,,,,,,,,,,,Proposed,7807-0372-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100114,20100114,49.150123,-122.846563
0,,1001146724,,,,,,,,,,,,North Bound,,WA8,,,,,,,,,,,,,,,,,,,Proposed,7807-0372-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,EC,,,,,,20100114,20100114,49.150844,-122.846640
0,,1001144252,,,,,,,25A Ave,12745,,,,West Bound,,RB51R,,,,,,,,,,,,,,,,,,,In Service,7809-0021-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100414,20100414,49.048981,-122.868843
0,,1001155359,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,7802-0040-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100414,20100414,49.122500,-122.754626
0,,1001144250,,,,,,,25A Ave,12704,,,,East Bound,,ID31,,,,,,,,,,,,,,,,,,,In Service,7809-0021-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100414,20100414,49.048823,-122.869942
0,,1001144251,,,,,,,25A Ave,12740,,,,East Bound,,RB51L,,,,,,,,,,,,,,,,,,,In Service,7809-0021-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100414,20100414,49.048820,-122.869073
0,,1001156028,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,7807-0368-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100415,20100415,49.060147,-122.797959
0,,1001156030,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,7807-0368-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100415,20100415,49.060295,-122.797906
0,,1001156033,,,,,,,,,,,,,,RB51R,,,,,,,,,,,,,,,,,,,In Service,7807-0368-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100415,20100415,49.060045,-122.798053
0,,1001156034,,,,,,,,,,,,,,RB51R,,,,,,,,,,,,,,,,,,,In Service,7807-0368-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100415,20100415,49.060142,-122.797594
0,,1001156035,,,,,,,,,,,,,,RB51L,,,,,,,,,,,,,,,,,,,In Service,7807-0368-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100415,20100415,49.060043,-122.797453
0,,1001156036,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,7807-0368-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100415,20100415,49.060091,-122.798380
0,,1001151770,,,,,,,,,,,,North Bound,,WA50,,,,,,,,,,,,,,,,,,,In Service,7807-0132-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100304,20110104,49.182682,-122.855877
0,,1001151776,,,,,,,,,,,,South Bound,,,,,,,,,,,,,,,,,,,,,In Service,7807-0132-00,2010,Surrey,,'SPEED HUMP AHEAD',,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100304,20110104,49.183160,-122.855928
0,,1001151777,,,,,,,,,,,,North Bound,,,,,,,,,,,,,,,,,,,,,In Service,7807-0132-00,2010,Surrey,,'SPEED BUMP AHEAD',,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100304,20110104,49.182357,-122.855896
0,,1001151773,,,,,,,,,,,,South Bound,,WA50,,,,,,,,,,,,,,,,,,,In Service,7807-0132-00,2010,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100304,20110104,49.182679,-122.855941
0,,1001152359,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198786,-122.786796
0,,1001152377,,,,,,,,,,,,,,RB58L,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198783,-122.783968
0,,1001152385,,,,,,,,,,,,,,WA37,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198875,-122.782613
0,,1001152376,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198783,-122.783968
0,,1001152378,,,,,,,,,,,,,,RB58L,,,,,,,,,,,,,,,,,,,In Service,1704-7110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100310,20100310,49.198891,-122.783756
0,,1001151695,,,,,,,,,,,,,,RB2,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.045764,-122.794081
0,,1001151703,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.045015,-122.792607
0,,1001151678,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.046653,-122.795112
0,,1001151651,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.051261,-122.800368
0,,1001151700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.045103,-122.793019
0,,1001151696,,,,,,,,,,,,,,WA36R,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.045502,-122.793262
0,,1001151672,,,,,,,,,,,,,,RB14R,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.047299,-122.795658
0,,1001151682,,,,,,,,,,,,,,WA36B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.046546,-122.794813
0,,1001151702,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1705-3110-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100303,20100303,49.045277,-122.792932
0,,1001134495,,,,,,,,,,,,,,WA1022,,,,,,,,,,,,,,,,,,,In Service,7805-0325-00,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091014,20091014,49.160963,-122.779016
0,,1001134602,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,7807-0251-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091014,20091014,49.101855,-122.872130
0,,1001134604,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,7807-0251-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091014,20091014,49.101579,-122.872229
0,,1001134605,,,,,,,,,,,,,,RB51,,,,,,,,,,,,,,,,,,,In Service,7807-0251-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091014,20091014,49.101393,-122.872117
0,,1001135392,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,7804-0294-00,2009,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091022,20091022,49.149636,-122.778678
0,,1001135431,,,,,,,,,,,,,,RB25,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.059420,-122.801185
0,,1001135432,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.059420,-122.801185
0,,1001135433,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,1702-3070-00,2005,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Initial AB,,,,,,20091023,20091023,49.060061,-122.801395
0,,1001153795,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,,,,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,,,,,,,20100325,20100325,49.099064,-122.734884
,,1001145858,,,,,,,,,5008126,,,SB,,,,,,,,,Heritage Marker,,,,,,,,,,,,In Service,,,Provincial,,Walker Hill,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,,20100325,49.061003,-122.735204
0,,1001153748,,,,,,,,,,,,,,RA2,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.060381,-122.735037
0,,1001153774,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.089485,-122.735400
0,,1001153775,,,,,,,,,,,,,,RA1,,,,,,,,,,,,,,,,,,,In Service,MOTH 71101-2011,2008,Provincial,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20100325,20100329,49.089656,-122.734894
0,,1001140431,,,,,,,,,,,,,,WA36L,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.113376,-122.756621
0,,1001140417,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.115280,-122.756441
0,,1001140449,,,,,,,,,,,,,,RB55B,,,,,,,,,,,,,,,,,,,In Service,1704-3270-00,2007,Surrey,,,,,,,,,Engineering,Engineering,,,,,,,,,,,,,,Final AB,,,,,,20091116,20091116,49.120005,-122.756420
